"Label","Ville","Tel","Code Postal","Adresse","Longitude","Latitude","Type","codgeo","Code Région","nbAgents"
"Brigade de proximitÃ© de Champeix","CHAMPEIX","+33 4 73 96 71 11",63320,"39 Quai d'Aubary 63320 CHAMPEIX",3.124547,45.589291,"Gendarmerie",,,
"Brigade de proximitÃ© de Brassac-les-Mines","BRASSAC LES MINES","+33 4 73 54 08 88",63570,"4 Rue de la Fontaine des Chiens 63570 BRASSAC LES MINES",3.319029,45.421698,"Gendarmerie",,,
"Brigade de proximitÃ© d'Ardes","ARDES","+33 4 73 71 80 05",63420,"6 Rue du Regard 63420 ARDES",3.126877,45.402603,"Gendarmerie",,,
"Brigade de proximitÃ© d'Issoire","ISSOIRE","+33 4 73 89 80 80",63500,"1 Rue du Cerf-Volant 63500 ISSOIRE",3.249779,45.54757,"Gendarmerie",,,
"Brigade de proximitÃ© de Viverols","VIVEROLS","+33 4 73 95 92 03",63840,"Le Chambon 63840 VIVEROLS",3.879408,45.434471,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-Germain-l'Herm","ST GERMAIN L HERM","+33 4 73 72 00 02",63630,"Route de Fournols 63630 ST GERMAIN L HERM",3.540361,45.464154,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-AnthÃ¨me","ST ANTHEME","+33 4 73 95 40 05",63660,"Route de Praboure 63660 ST ANTHEME",3.910748,45.527561,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-Amant-Roche-Savine","ST AMANT ROCHE SAVINE","+33 4 73 95 70 03",63890,"10 Route de Grandval 63890 ST AMANT ROCHE SAVINE",3.63377,45.575678,"Gendarmerie",,,
"Brigade de proximitÃ© d'Olliergues","OLLIERGUES","+33 4 73 95 50 06",63880,"Rue de la ChaussÃ©e 63880 OLLIERGUES",3.634282,45.676479,"Gendarmerie",,,
"Brigade de proximitÃ© de Cunlhat","CUNLHAT","+33 4 73 72 22 06",63590,"Route de Tours-sur-Meymont 63590 CUNLHAT",3.558208,45.638268,"Gendarmerie",,,
"Brigade de proximitÃ© d'Arlanc","ARLANC","+33 4 73 95 02 39",63220,"117 Route Nationale 63220 ARLANC",3.724398,45.414508,"Gendarmerie",,,
"Brigade de proximitÃ© d'Ambert","AMBERT","+33 4 73 82 00 29",63600,"26 Rue Lafayette 63600 AMBERT",3.751623,45.544407,"Gendarmerie",,,
"Brigade de proximitÃ© de Vic-le-Comte","VIC LE COMTE","+33 4 73 69 00 03",63270,"90 Rue Lucien Jarrige 63270 VIC LE COMTE",3.250549,45.641624,"Gendarmerie",,,
"Brigade de proximitÃ© de Veyre-Monton","VEYRE MONTON","+33 4 73 69 60 16",63960,"35 Avenue de l'Occitanie 63960 VEYRE MONTON",3.168133,45.667063,"Gendarmerie",,,
"Brigade de proximitÃ© de Vertaizon","VERTAIZON","+33 4 73 68 00 14",63910,"17 Rue des Condamines 63910 VERTAIZON",3.282319,45.769518,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-Dier-d'Auvergne","ST DIER D AUVERGNE","+33 4 73 70 80 01",63520,"Le bourg 63520 ST DIER D AUVERGNE",3.46198,45.661117,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-Amant-Tallende","ST AMANT TALLENDE","+33 4 73 39 30 18",63450,"26 AllÃ©e des Marronniers 63450 ST AMANT TALLENDE",3.099981,45.664515,"Gendarmerie",,,
"Brigade de proximitÃ© de Rochefort-Montagne","ROCHEFORT MONTAGNE","+33 4 73 65 80 07",63210,"Lieu-dit Bordas 63210 ROCHEFORT MONTAGNE",2.799525,45.68185,"Gendarmerie",,,
"Brigade de proximitÃ© d'Herment","HERMENT","+33 4 73 22 10 01",63470,"Route de Giat 63470 HERMENT",2.568607,45.75544,"Gendarmerie",,,
"Brigade de proximitÃ© de Bourg-Lastic","BOURG LASTIC","+33 4 73 21 81 01",63760,"40 Route de Tulle 63760 BOURG LASTIC",2.555689,45.648473,"Gendarmerie",,,
"Brigade de proximitÃ© de la Bourboule","LA BOURBOULE","+33 4 73 81 03 71",63150,"446 Boulevard des VerniÃ¨res 63150 LA BOURBOULE",2.756544,45.590357,"Gendarmerie",,,
"Brigade de proximitÃ© de Billom","BILLOM","+33 4 73 68 40 14",63160,"Route de Saint-Julien-de-Coppel 63160 BILLOM",3.327731,45.713672,"Gendarmerie",,,
"Brigade de proximitÃ© de Douvaine","DOUVAINE","+33 4 50 94 00 09",74140,"2 Rue du Mont-Boisy 74140 DOUVAINE",6.304012,46.309039,"Gendarmerie",,,
"Brigade de proximitÃ© de Bons-en-Chablais","BONS EN CHABLAIS","+33 4 50 36 11 02",74890,"609 Avenue du LÃ©man 74890 BONS EN CHABLAIS",6.378732,46.26782,"Gendarmerie",,,
"Brigade de proximitÃ© de BoÃ«ge","BOEGE","+33 4 50 39 10 03",74420,"Rue de la Menoge 74420 BOEGE",6.412686,46.20896,"Gendarmerie",,,
"Brigade de proximitÃ© de Valleiry","VALLEIRY","+33 4 50 04 33 55",74520,"463 Route de Bellegarde 74520 VALLEIRY",5.962561,46.105751,"Gendarmerie",,,
"Brigade de proximitÃ© de Seyssel (74)","SEYSSEL","+33 4 50 59 22 02",74910,"29 Route d'Aix-les-Bains 74910 SEYSSEL",5.835606,45.955785,"Gendarmerie",,,
"Brigade de proximitÃ© de Reignier-Ãsery","REIGNIER ESERY","+33 4 50 95 75 11",74930,"28 Route de Cry 74930 REIGNIER ESERY",6.274158,46.141006,"Gendarmerie",,,
"Brigade de proximitÃ© de Frangy","FRANGY","+33 4 50 32 24 05",74270,"450 Route du Tram 74270 FRANGY",5.929242,46.017883,"Gendarmerie",,,
"Brigade de proximitÃ© de Cruseilles","CRUSEILLES","+33 4 50 44 10 08",74350,"515 Avenue des Ebeaux 74350 CRUSEILLES",6.10059,46.032383,"Gendarmerie",,,
"Brigade de proximitÃ© d'Annemasse","ANNEMASSE","+33 4 50 92 11 66",74100,"Caserne Romagny 13 Rue des GliÃ¨res 74100 ANNEMASSE",6.245532,46.194505,"Gendarmerie",,,
"Brigade de proximitÃ© de Taninges","TANINGES","+33 4 50 34 20 03",74440,"266 Avenue des ThÃ©zieres 74440 TANINGES",6.590016,46.098509,"Gendarmerie",,,
"Brigade de proximitÃ© de SamoÃ«ns","SAMOENS","+33 4 50 34 40 05",74340,"505 Avenue du Giffre 74340 SAMOENS",6.750445,46.01705,"Gendarmerie",,,
"Brigade de proximitÃ© de Sallanches","SALLANCHES","+33 4 50 58 00 55",74700,"206 Rue du Capitaine Bulle 74700 SALLANCHES",6.627967,45.943199,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-Jeoire","ST JEOIRE","+33 4 50 35 80 04",74490,"85 Avenue de Tremercier 74490 ST JEOIRE",6.461377,46.137551,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-Gervais-les-Bains","ST GERVAIS LES BAINS","+33 4 50 47 39 90",74170,"54 Rue Panloup 74170 ST GERVAIS LES BAINS",6.714257,45.887445,"Gendarmerie",,,
"Brigade de proximitÃ© de Passy","PASSY","+33 4 50 47 10 20",74190,"51 Avenue du CÃ´teau 74190 PASSY",6.712243,45.92404,"Gendarmerie",,,
"Brigade de proximitÃ© de MegÃ¨ve","MEGEVE","+33 4 50 91 28 10",74120,"1436 Route Nationale 74120 MEGEVE",6.608158,45.857034,"Gendarmerie",,,
"Brigade de proximitÃ© de Rumilly","RUMILLY","+33 4 50 01 00 18",74150,"8 Route de Baufort 74150 RUMILLY",5.939509,45.866617,"Gendarmerie",,,
"Brigade de proximitÃ© de Groisy","GROISY","+33 4 50 68 00 02",74570,"240 Rue de Boisy 74570 GROISY",6.173873,46.010816,"Gendarmerie",,,
"Brigade de proximitÃ© de Faverges","FAVERGES","+33 4 50 32 44 44",74210,"931 Route d'Albertville 74210 FAVERGES",6.303338,45.750988,"Gendarmerie",,,
"Brigade de proximitÃ© de la Balme-de-Sillingy","LA BALME DE SILLINGY","+33 4 50 68 89 60",74330,"1 Route de Paris 74330 LA BALME DE SILLINGY",6.038871,45.963044,"Gendarmerie",,,
"Brigade de proximitÃ© d'Alby-sur-ChÃ©ran","ALBY SUR CHERAN","+33 4 50 68 10 02",74540,"54 AllÃ©e La Combe 74540 ALBY SUR CHERAN",6.024281,45.820521,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-Michel-de-Maurienne","ST MICHEL DE MAURIENNE","+33 4 79 56 50 17",73140,"2 Rue du Temple 73140 ST MICHEL DE MAURIENNE",6.462627,45.220066,"Gendarmerie",,,
"Brigade de proximitÃ© de la Chambre","LA CHAMBRE","+33 4 79 56 20 17",73130,"190 Route de Saint-Martin 73130 LA CHAMBRE",6.302383,45.361122,"Gendarmerie",,,
"Brigade de proximitÃ© d'Aiguebelle","AIGUEBELLE","+33 4 79 36 20 17",73220,"Rue SÃ©verin-Joseph Meunier 73220 AIGUEBELLE",6.303068,45.541901,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-Jean-de-Maurienne","ST JEAN DE MAURIENNE","+33 4 79 64 00 17",73300,"187 Rue de la LibÃ©ration 73300 ST JEAN DE MAURIENNE",6.34484,45.278848,"Gendarmerie",,,
"Brigade de proximitÃ© d'Ugine","UGINE","+33 4 79 37 30 17",73400,"2 Avenue de Serbie 73400 UGINE",6.414353,45.754286,"Gendarmerie",,,
"Brigade de proximitÃ© de GrÃ©sy-sur-IsÃ¨re","GRESY SUR ISERE","+33 4 79 37 94 17",73460,"594 Rue Longeraie 73460 GRESY SUR ISERE",6.257855,45.594899,"Gendarmerie",,,
"Brigade de proximitÃ© d'Albertville","ALBERTVILLE","+33 4 79 32 00 17",73200,"70 Avenue des Chasseurs-Alpins 73200 ALBERTVILLE",6.390095,45.667212,"Gendarmerie",,,
"Brigade de proximitÃ© d'Yenne","YENNE","+33 4 79 36 70 17",73170,"Rue Antoine Laurent 73170 YENNE",5.756749,45.700117,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-Pierre-d'Albigny","ST PIERRE D ALBIGNY","+33 4 79 28 50 17",73250,"110 Chemin du PrÃ©-de-la-Cure 73250 ST PIERRE D ALBIGNY",6.156467,45.567872,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-Genix-sur-Guiers","ST GENIX SUR GUIERS","+33 4 76 31 60 17",73240,"Route de Pont 73240 ST GENIX SUR GUIERS",5.630152,45.599964,"Gendarmerie",,,
"Brigade de proximitÃ© de la Rochette","LA ROCHETTE","+33 4 79 25 50 17",73110,"29 Avenue de la Grangette 73110 LA ROCHETTE",6.111862,45.456686,"Gendarmerie",,,
"Brigade de proximitÃ© du Pont-de-Beauvoisin (73)","LE PONT DE BEAUVOISIN","+33 4 76 37 22 31",73330,"ZI de la Baronnie 73330 LE PONT DE BEAUVOISIN",5.680833,45.535139,"Gendarmerie",,,
"Brigade de proximitÃ© de la Motte-Servolex","LA MOTTE SERVOLEX","+33 4 79 25 40 16",73290,"55 Rue du Docteur Blain 73290 LA MOTTE SERVOLEX",5.872226,45.59614,"Gendarmerie",,,
"Brigade de proximitÃ© de MontmÃ©lian","MONTMELIAN","+33 4 79 84 21 25",73800,"Rue Marius Baboulaz 73800 MONTMELIAN",6.04866,45.499865,"Gendarmerie",,,
"Brigade de proximitÃ© des Ãchelles","LES ECHELLES","+33 4 79 36 60 04",73360,"Place Jean Moulin 73360 LES ECHELLES",5.750999,45.439232,"Gendarmerie",,,
"Brigade de proximitÃ© de Chamousset","CHAMOUSSET","+33 4 79 36 42 13",73390,"Les CÃ´tes-Jacquet 73390 CHAMOUSSET",6.210997,45.56785,"Gendarmerie",,,
"Brigade de proximitÃ© d'Albens","ALBENS","+33 4 79 63 04 83",73410,"21 Rue du Fontanil 73410 ALBENS",5.944789,45.789173,"Gendarmerie",,,
"Brigade de proximitÃ© d'Aix-les-Bains","AIX LES BAINS","+33 4 79 61 15 00",73100,"25 Avenue de Marlioz 73100 AIX LES BAINS",5.912382,45.683693,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-Symphorien-de-Lay","ST SYMPHORIEN DE LAY","+33 4 77 64 70 14",42470,"Lotissement Villonez 42470 ST SYMPHORIEN DE LAY",4.203793,45.948908,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-Just-en-Chevalet","ST JUST EN CHEVALET","+33 4 77 65 00 37",42430,"10 Route de Montloup 42430 ST JUST EN CHEVALET",3.844169,45.917869,"Gendarmerie",,,
"Brigade de proximitÃ© de Renaison","RENAISON","+33 4 77 64 40 52",42370,"295 Rue de l'Annexe 42370 RENAISON",3.933208,46.054135,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-Germain-Laval","ST GERMAIN LAVAL","+33 4 77 65 45 11",42260,"Avenue de Pralong 42260 ST GERMAIN LAVAL",4.021782,45.832633,"Gendarmerie",,,
"Brigade de proximitÃ© de la PacaudiÃ¨re","LA PACAUDIERE","+33 4 77 64 30 06",42310,"Route de Vivans 42310 LA PACAUDIERE",3.87189,46.175935,"Gendarmerie",,,
"Brigade de proximitÃ© de Villerest","VILLEREST","+33 4 77 68 16 44",42300,"650 Rue de Montagny 42300 VILLEREST",4.040148,45.988904,"Gendarmerie",,,
"Brigade de proximitÃ© de Charlieu","CHARLIEU","+33 4 77 60 04 44",42190,"Rue Chantemerle 42190 CHARLIEU",4.17828,46.161239,"Gendarmerie",,,
"Brigade de proximitÃ© de Belmont-de-la-Loire","BELMONT DE LA LOIRE","+33 4 77 63 60 24",42670,"8 Route de Chaufailles 42670 BELMONT DE LA LOIRE",4.347048,46.168379,"Gendarmerie",,,
"Brigade de proximitÃ© de Balbigny","BALBIGNY","+33 4 77 28 10 36",42510,"33 Rue du Four-Ã -Chaux 42510 BALBIGNY",4.194126,45.818046,"Gendarmerie",,,
"Brigade de proximitÃ© de Roanne","ROANNE","+33 4 77 67 06 22",42300,"Caserne Combe 35 Rue Etienne Dolet 42300 ROANNE",4.077496,46.046191,"Gendarmerie",,,
"Brigade de proximitÃ© de Bourg-Argental","BOURG ARGENTAL","+33 4 77 39 60 20",42220,"Boulevard Emile Girodet 42220 BOURG ARGENTAL",4.557729,45.295384,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-Jean-Soleymieux","ST JEAN SOLEYMIEUX","+33 4 77 76 71 88",42560,"Le bourg 42560 ST JEAN SOLEYMIEUX",4.009733,45.502859,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-Georges-en-Couzan","ST GEORGES EN COUZAN","+33 4 77 24 85 44",42990,"Le bourg 42990 ST GEORGES EN COUZAN",3.929114,45.711625,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-Galmier","ST GALMIER","+33 4 77 54 01 21",42330,"26 Route de Cuzieu 42330 ST GALMIER",4.309107,45.595339,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-Bonnet-le-ChÃ¢teau","ST BONNET LE CHATEAU","+33 4 77 50 09 58",42380,"1 Boulevard du Haut-Forez 42380 ST BONNET LE CHATEAU",4.063643,45.426374,"Gendarmerie",,,
"Brigade de proximitÃ© de PanissiÃ¨res","PANISSIERES","+33 4 77 28 77 55",42360,"Route de Tarare 42360 PANISSIERES",4.351589,45.791324,"Gendarmerie",,,
"Brigade de proximitÃ© de NoirÃ©table","NOIRETABLE","+33 4 77 24 77 11",42440,"82 Rue de la RÃ©publique 42440 NOIRETABLE",3.764632,45.819781,"Gendarmerie",,,
"Brigade de proximitÃ© de Montrond-les-Bains","MONTROND LES BAINS","+33 4 77 54 41 35",42210,"Boulevard du ChÃ¢teau 42210 MONTROND LES BAINS",4.23487,45.642028,"Gendarmerie",,,
"Brigade de proximitÃ© de Feurs","FEURS","+33 4 77 27 07 80",42110,"46 Rue de Verdun 42110 FEURS",4.224406,45.739001,"Gendarmerie",,,
"Brigade de proximitÃ© de Chazelles-sur-Lyon","CHAZELLES SUR LYON","+33 4 77 54 20 17",42140,"60 Rue de Saint-Galmier 42140 CHAZELLES SUR LYON",4.375889,45.634997,"Gendarmerie",,,
"Brigade de proximitÃ© de BoÃ«n-sur-Lignon","BOEN","+33 4 77 24 08 29",42130,"Rue d'Alsace-Lorraine 42130 BOEN",4.006558,45.744551,"Gendarmerie",,,
"Brigade de proximitÃ© de Sorbiers","SORBIERS","+33 4 77 53 60 58",42290,"41 Rue de l'Entente 42290 SORBIERS",4.439832,45.492142,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-HÃ©and","ST HEAND","+33 4 77 30 42 05",42570,"10 Rue des Anciens Combattants 42570 ST HEAND",4.370093,45.528346,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-Genest-Malifaux","ST GENEST MALIFAUX","+33 4 77 51 20 84",42660,"Rue du Forez 42660 ST GENEST MALIFAUX",4.421018,45.347376,"Gendarmerie",,,
"Brigade de proximitÃ© de la Fouillouse","LA FOUILLOUSE","+33 4 77 30 10 08",42480,"7 Rue du Vernay 42480 LA FOUILLOUSE",4.323155,45.493803,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-Jean-de-Bournay","ST JEAN DE BOURNAY","+33 4 74 58 70 17",38440,"77 Route de Villeneuve de Marc 38440 ST JEAN DE BOURNAY",5.132629,45.494268,"Gendarmerie",,,
"Brigade de proximitÃ© d'Heyrieux","HEYRIEUX","+33 4 78 40 00 50",38540,"93 Avenue du GÃ©nÃ©ral Leclerc 38540 HEYRIEUX",5.070573,45.628854,"Gendarmerie",,,
"Brigade de proximitÃ© de la CÃ´te-Saint-AndrÃ©","LA COTE ST ANDRE","+33 4 74 20 30 17",38260,"145 Chemin du PrÃ©-de-la-ChÃ¨re 38260 LA COTE ST ANDRE",5.272501,45.390801,"Gendarmerie",,,
"Brigade de proximitÃ© de Beaurepaire","BEAUREPAIRE","+33 4 74 84 60 17",38270,"Chemin des Sauzays 38270 BEAUREPAIRE",5.053933,45.334203,"Gendarmerie",,,
"Brigade de proximitÃ© de Chasse-sur-RhÃ´ne","CHASSE SUR RHONE","+33 4 37 20 12 80",38670,"447 Route de Vienne 38670 CHASSE SUR RHONE",4.815493,45.573037,"Gendarmerie",,,
"Brigade de proximitÃ© de Vienne-Sud","VIENNE","+33 4 74 53 10 17",38200,"5 Rue de l'Isle 38200 VIENNE",4.851377,45.502736,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-Sauflieu","ST SAUFLIEU","+33 3 22 42 40 17",80160,"80 Route Nationale 80160 ST SAUFLIEU",2.256653,49.786969,"Gendarmerie",,,
"Brigade de proximitÃ© de Virieu","VIRIEU","+33 4 74 88 20 17",38730,"140 Rue du Vallon-de-Lamartine 38730 VIRIEU",5.473318,45.483332,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-Geoire-en-Valdaine","ST GEOIRE EN VALDAINE","+33 4 76 07 50 17",38620,"Les Rieux 38620 ST GEOIRE EN VALDAINE",5.626572,45.446468,"Gendarmerie",,,
"Brigade de proximitÃ© du Pont-de-Beauvoisin","LE PONT DE BEAUVOISIN","+33 4 76 37 00 17",38480,"40 Chemin de la CorniÃ¨re 38480 LE PONT DE BEAUVOISIN",5.655818,45.538841,"Gendarmerie",,,
"Brigade de proximitÃ© de Morestel","MORESTEL","+33 4 74 80 00 17",38510,"317 Avenue du PrÃ©-du-Roi 38510 MORESTEL",5.469156,45.673417,"Gendarmerie",,,
"Brigade de proximitÃ© du Grand-Lemps","LE GRAND LEMPS","+33 4 76 55 90 17",38690,"65 Rue de la Plaine 38690 LE GRAND LEMPS",5.421633,45.392965,"Gendarmerie",,,
"Brigade de proximitÃ© des AveniÃ¨res","LES AVENIERES","+33 4 74 33 60 17",38630,"1 Rue FranÃ§ois Lamarie 38630 LES AVENIERES",5.574466,45.634029,"Gendarmerie",,,
"Brigade de proximitÃ© de Vinay","VINAY","+33 4 76 36 70 17",38470,"8 Rue de la Gendarmerie 38470 VINAY",5.406694,45.212314,"Gendarmerie",,,
"Brigade de proximitÃ© de Tullins","TULLINS","+33 4 76 07 00 17",38210,"8 Rue du 8 Mai 1945 38210 TULLINS",5.495188,45.306793,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-Gervais","ST GERVAIS","+33 4 76 64 78 17",38470,"140 Route du Port 38470 ST GERVAIS",5.494477,45.1692,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-Ãtienne-de-Saint-Geoirs","ST ETIENNE DE ST GEOIRS","+33 4 76 93 50 17",38590,"60 Route de Chartreuse 38590 ST ETIENNE DE ST GEOIRS",5.353947,45.346825,"Gendarmerie",,,
"Brigade de proximitÃ© de Roybon","ROYBON","+33 4 76 36 20 17",38940,"40 Impasse de la SapiniÃ¨re 38940 ROYBON",5.246416,45.255855,"Gendarmerie",,,
"Brigade de proximitÃ© de Pont-en-Royans","PONT EN ROYANS","+33 4 76 36 00 17",38680,"Le Petit-Clos 38680 PONT EN ROYANS",5.337801,45.064578,"Gendarmerie",,,
"Brigade de proximitÃ© de Moirans","MOIRANS","+33 4 76 35 30 17",38430,"42 Rue Roger Dumarais 38430 MOIRANS",5.568664,45.321247,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-Marcellin","ST MARCELLIN","+33 4 76 38 00 17",38160,"9 Rue Carles 38160 ST MARCELLIN",5.31011,45.152126,"Gendarmerie",,,
"Brigade de proximitÃ© de Vizille","VIZILLE","+33 4 76 78 98 50",38220,"244 Avenue Pasteur 38220 VIZILLE",5.767142,45.068982,"Gendarmerie",,,
"Brigade de proximitÃ© de Valbonnais","VALBONNAIS","+33 4 76 30 20 17",38740,"56 Impasse des Allemans 38740 VALBONNAIS",5.911081,44.900181,"Gendarmerie",,,
"Brigade de proximitÃ© de Livet-et-Gavet","LIVET ET GAVET","+33 4 76 68 41 47",38220,"Chemin de la Poyette 38220 LIVET ET GAVET",5.919411,45.101667,"Gendarmerie",,,
"Brigade de proximitÃ© de Monestier-de-Clermont","MONESTIER DE CLERMONT","+33 4 76 34 01 21",38650,"4 bis Grand' Rue 38650 MONESTIER DE CLERMONT",5.637509,44.924356,"Gendarmerie",,,
"Brigade de proximitÃ© de Mens","MENS","+33 4 76 34 65 43",38710,"Chemin des Philosophes 38710 MENS",5.756021,44.81594,"Gendarmerie",,,
"Brigade de proximitÃ© de Corps","CORPS","+33 4 76 30 00 17",38970,"Route du Sautet 38970 CORPS",5.943341,44.818974,"Gendarmerie",,,
"Brigade de proximitÃ© de Clelles","CLELLES","+33 4 76 34 40 22",38930,"Les Hormes 38930 CLELLES",5.626647,44.822413,"Gendarmerie",,,
"Brigade de proximitÃ© de la Mure","LA MURE","+33 4 76 81 00 17",38350,"1 Rue du PrÃ© des Moines 38350 LA MURE",5.790042,44.899783,"Gendarmerie",,,
"Brigade de proximitÃ© de Voiron","VOIRON","+33 4 76 05 01 83",38500,"2 Rue Danton 38500 VOIRON",5.585876,45.368501,"Gendarmerie",,,
"Brigade de proximitÃ© de Villard-Bonnot","VILLARD BONNOT","+33 4 76 71 42 18",38190,"2 Boulevard Jules Ferry 38190 VILLARD BONNOT",5.889438,45.23924,"Gendarmerie",,,
"Brigade de proximitÃ© du Touvet","LE TOUVET","+33 4 76 08 45 94",38660,"138 Rue de la Priola 38660 LE TOUVET",5.953421,45.357932,"Gendarmerie",,,
"Brigade de proximitÃ© de Pontcharra","PONTCHARRA","+33 4 76 97 60 74",38530,"Caserne Bayard 463 Rue des AlthaÃ©as 38530 PONTCHARRA",6.016489,45.435358,"Gendarmerie",,,
"Brigade de proximitÃ© de Goncelin","GONCELIN","+33 4 76 71 70 16",38570,"Les Pautes 38570 GONCELIN",5.988565,45.336193,"Gendarmerie",,,
"Brigade de proximitÃ© d'Eybens","EYBENS","+33 4 76 25 43 93",38320,"1 Rue Charles Piot 38320 EYBENS",5.748235,45.154346,"Gendarmerie",,,
"Brigade de proximitÃ© de DomÃ¨ne","DOMENE","+33 4 76 77 24 46",38420,"33 Rue Jules Ferry 38420 DOMENE",5.838274,45.204719,"Gendarmerie",,,
"Brigade de proximitÃ© d'Allevard","ALLEVARD","+33 4 76 97 50 14",38580,"8 Boulevard Jules Ferry 38580 ALLEVARD",6.072955,45.395707,"Gendarmerie",,,
"Brigade de proximitÃ© de Grenoble","GRENOBLE","+33 4 76 20 37 00",38000,"Quartier Gendarme Offner 21 Avenue LÃ©on Blum 38000 GRENOBLE",5.720756,45.167399,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-Vallier","ST VALLIER","+33 4 75 23 08 23",26240,"30 Avenue EugÃ¨ne Buissonnet 26240 ST VALLIER",4.81922,45.172243,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-Rambert-d'Albon","ST RAMBERT D ALBON","+33 4 75 31 00 25",26140,"08 AllÃ©e des Bleuets 26140 ST RAMBERT D ALBON",4.829487,45.285865,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-Donat-sur-l'Herbasse","ST DONAT SUR L HERBASSE","+33 4 75 45 11 13",26260,"1170 Avenue du GÃ©nÃ©ral de Gaulle 26260 ST DONAT SUR L HERBASSE",4.980701,45.120487,"Gendarmerie",,,
"Brigade de proximitÃ© de Moras-en-Valloire","MORAS EN VALLOIRE","+33 4 75 31 90 61",26210,"Le Village 26210 MORAS EN VALLOIRE",5.001308,45.286354,"Gendarmerie",,,
"Brigade de proximitÃ© du Grand-Serre","LE GRAND SERRE","+33 4 75 68 81 53",26530,"Rue des Vignes 26530 LE GRAND SERRE",5.093701,45.268305,"Gendarmerie",,,
"Brigade de proximitÃ© de Bourg-de-PÃ©age","BOURG DE PEAGE","+33 4 75 70 03 37",26300,"68 Avenue du GÃ©nÃ©ral de Gaulle 26300 BOURG DE PEAGE",5.060412,45.034071,"Gendarmerie",,,
"Brigade de proximitÃ© de Romans-sur-IsÃ¨re","ROMANS SUR ISERE","+33 4 75 02 03 92",26100,"2A Rue ThÃ©odore Monod 26100 ROMANS SUR ISERE",5.044364,45.058298,"Gendarmerie",,,
"Brigade de proximitÃ© de RÃ©muzat","REMUZAT","+33 4 75 27 85 44",26510,"Quartier Les Faysses 26510 REMUZAT",5.356539,44.404793,"Gendarmerie",,,
"Brigade de proximitÃ© de Montbrun-les-Bains","MONTBRUN LES BAINS","+33 4 75 28 80 98",26570,"la Condamine 26570 MONTBRUN LES BAINS",5.431389,44.191967,"Gendarmerie",,,
"Brigade de proximitÃ© de Buis-les-Baronnies","BUIS LES BARONNIES","+33 4 75 28 00 30",26170,"Rue du Temple 26170 BUIS LES BARONNIES",5.274665,44.274669,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-Paul-Trois-ChÃ¢teaux","ST PAUL TROIS CHATEAUX","+33 4 75 04 70 67",26130,"1 Chemin de ChÃ¢tillon 26130 ST PAUL TROIS CHATEAUX",4.780389,44.352964,"Gendarmerie",,,
"Brigade de proximitÃ© de Suze-la-Rousse","SUZE LA ROUSSE","+33 4 75 04 80 01",26790,"698 Avenue des CÃ´tes-du-RhÃ´ne 26790 SUZE LA ROUSSE",4.8424,44.288358,"Gendarmerie",,,
"Brigade de proximitÃ© de Marsanne","MARSANNE","+33 4 75 90 30 10",26740,"215 Rue Jeanne d'Arc 26740 MARSANNE",4.883369,44.64411,"Gendarmerie",,,
"Brigade de proximitÃ© de Dieulefit","DIEULEFIT","+33 4 75 46 42 14",26220,"Quartier Maleval 26220 DIEULEFIT",5.061466,44.527769,"Gendarmerie",,,
"Brigade de proximitÃ© de la BÃ©gude-de-Mazenc","LA BEGUDE DE MAZENC","+33 4 75 46 22 06",26160,"Route d'Aleyrac 26160 LA BEGUDE DE MAZENC",4.925276,44.566637,"Gendarmerie",,,
"Brigade de proximitÃ© de MontÃ©limar","MONTELIMAR","+33 4 75 01 01 33",26200,"57 Chemin de Redondon 26200 MONTELIMAR",4.77216,44.537585,"Gendarmerie",,,
