"commune","type","infraction","code_reg","code_dep","lat","lng","ville_ref"
"Castelmayran","P",37.0,73,"82",44.0227123316,1.04707174068,"Castelsarrasin"
"Castelmoron-sur-Lot","P",31.93,72,"47",44.4077972964,0.481340704559,"Marmande"
"Castelnau-d'Aude","P",46.22,91,"11",43.2334707961,2.67749002021,"Narbonne"
"Castelnau-de-Médoc","P",32.64,72,"33",45.0074633162,-0.812848440368,"Lesparre-Médoc"
"Castelnau-Montratier","P",19.5,73,"46",44.2618964554,1.34787377419,"Cahors"
"Castelnau-Picampeau","P",44.88,73,"31",43.3086246303,1.01513029309,"Muret"
"Castelnau-Valence","P",32.11,91,"30",44.0090295193,4.24382330483,"Alès"
"Castelreng","P",20.85,91,"11",43.0207809156,2.12731730664,"Limoux"
"Castelviel","P",26.759999999999998,72,"33",44.6665619029,-0.152086542362,"Langon"
"Castéra-Vignoles","P",25.51,73,"31",43.2764304672,0.782548294246,"Saint-Gaudens"
"Castet-Arrouy","P",23.36,73,"32",43.9816866375,0.722854688091,"Condom"
"Castetnau-Camblong","P",16.16,72,"64",43.3227014971,-0.797193541473,"Oloron-Sainte-Marie"
"Castex","P",23.6,73,"09",43.1657585272,1.31957552098,"Pamiers"
"Castillon","P",19.869999999999997,25,"14",49.1953923219,-0.797563519369,"Bayeux"
"Castillon-de-Larboust","P",25.51,73,"31",42.7401974688,0.557666969635,"Saint-Gaudens"
"Ceilloux","P",21.41,83,"63",45.6552162831,3.51622303139,"Clermont-Ferrand"
"Celles","P",12.87,83,"15",45.1067360877,2.95322787455,"Saint-Flour"
"Celles-lès-Condé","P",32.849999999999994,22,"02",49.0148161041,3.57007423847,"Château-Thierry"
"Cellettes","P",26.529999999999998,24,"41",47.5283508082,1.38123647264,"Blois"
"Celoux","P",12.87,83,"15",45.1381000206,3.2607636006,"Saint-Flour"
"Cély","P",29.14,11,"77",48.4599875595,2.52531326233,"Fontainebleau"
"Cenans","P",20.28,43,"70",47.4328780684,6.18879786969,"Vesoul"
"Cenon","P",60.27,72,"33",44.8548325665,-0.521018807062,"Bordeaux"
"Centrès","P",9.94,73,"12",44.1676419665,2.4408941815,"Rodez"
"Cenves","P",21.67,82,"69",46.2792109447,4.66098375274,"Villefranche-sur-Saône"
"Cérans-Foulletourte","P",19.96,52,"72",47.8339032596,0.0696644872215,"Flèche (La)"
"Cercoux","P",29.24,54,"17",45.1273503043,-0.207698631448,"Jonzac"
"Céré-la-Ronde","P",20.64,24,"37",47.2539221979,1.1815724802,"Loches"
"Cérilly","P",11.770000000000001,83,"03",46.6265101815,2.80901857226,"Montluçon"
"Cerisiers","P",36.32,26,"89",48.1190156789,3.49841417451,"Sens"
"Cerisy-Belle-Étoile","P",15.580000000000002,25,"61",48.7831815078,-0.623679681205,"Domfront"
"Cérizols","P",28.049999999999997,73,"09",43.1195647903,1.06738869925,"Saint-Girons"
"Cernay-en-Dormois","P",32.91,21,"51",49.2241452412,4.76942905433,"Châlons-en-Champagne"
"Cernex","P",34.85,82,"74",46.0623077421,6.03872026675,"Saint-Julien-en-Genevois"
"Cernion","P",21.35,21,"08",49.7993830158,4.42616779121,"Revin"
"Cernusson","P",24.459999999999997,52,"49",47.1678543768,-0.482175305378,"Saumur"
"Cers","P",67.61,91,"34",43.3302709569,3.31729573152,"Béziers"
"Certines","P",21.809999999999995,82,"01",46.1337950959,5.26239539372,"Bourg-en-Bresse"
"Cervières","P",27.830000000000002,93,"05",44.8532848504,6.76486547281,"Briançon"
"Cerzat","P",15.779999999999998,83,"43",45.1591392099,3.47227025846,"Brioude"
"Cesny-Bois-Halbout","P",16.68,25,"14",48.9853267914,-0.394469235831,"Falaise"
"Cessens","P",34.489999999999995,82,"73",45.8115881174,5.88557458771,"Chambéry"
"Cessieu","P",27.81,82,"38",45.5689096926,5.3761675679,"Tour-du-Pin (La)"
"Cessy-les-Bois","P",26.35,26,"58",47.3318627577,3.21619121558,"Cosne-Cours-sur-Loire"
"Cestayrols","P",25.05,73,"81",43.9825675453,1.98780845646,"Gaillac"
"Ceyrat","P",54.45,83,"63",45.7385665795,3.06427177861,"Clermont-Ferrand"
"Chambon","P",25.020000000000003,24,"18",46.7780830686,2.33442238043,"Saint-Amand-Montrond"
"Chambon-Sainte-Croix","P",11.25,74,"23",46.3528332177,1.76950395174,"Guéret"
"Chamborand","P",11.25,74,"23",46.1570722156,1.57302585912,"Guéret"
"Chassey-lès-Scey","P",20.28,43,"70",47.643695982,5.98609358914,"Vesoul"
"Chassignolles","P",15.779999999999998,83,"43",45.3998501161,3.48700463133,"Brioude"
"Chassy","P",24.410000000000004,24,"18",47.0436728432,2.83281439128,"Bourges"
"Chassy","P",26.180000000000003,26,"89",47.8484306457,3.33067916238,"Auxerre"
"Champfrémont","P",16.169999999999998,52,"53",48.4329079781,-0.104054621774,"Mayenne"
"Champigné","P",20.939999999999998,52,"49",47.6653059504,-0.570426298247,"Segré"
"Champigneulles","P",28.94,41,"54",48.7209128078,6.12290248432,"Nancy"
"Champignol-lez-Mondeville","P",36.410000000000004,21,"10",48.1252290684,4.67939293455,"Bar-sur-Aube"
"Champigny-en-Beauce","P",26.529999999999998,24,"41",47.7177889703,1.25697557879,"Blois"
"Champigny-sur-Veude","P",22.73,24,"37",47.0566092361,0.327929999931,"Chinon"
"Champlat-et-Boujacourt","P",37.22,21,"51",49.1558530772,3.82649080886,"Epernay"
"Champlive","P",25.520000000000003,43,"25",47.2883174221,6.24419443876,"Besançon"
"Champneuville","P",17.150000000000002,41,"55",49.2365297669,5.32952814286,"Verdun"
"Champniers","P",12.24,54,"86",46.2148195994,0.327805032659,"Montmorillon"
"Champougny","P",21.080000000000002,41,"55",48.5461096496,5.70282238531,"Commercy"
"Bazoches-sur-Hoëne","P",22.82,25,"61",48.5510739399,0.470361328466,"Mortagne-au-Perche"
"Bazoilles-et-Ménil","P",28.84,41,"88",48.2588753865,6.10357834209,"Neufchâteau"
"Bazouges-la-Pérouse","P",18.12,53,"35",48.4405619878,-1.56381100666,"Vitré"
"Bazus-Aure","P",20.43,73,"65",42.8564526243,0.345785536911,"Bagnères-de-Bigorre"
"Béalcourt","P",22.44,22,"80",50.1965893183,2.18248694285,"Amiens"
"Beaubery","P",15.540000000000001,26,"71",46.4104723077,4.39542233391,"Charolles"
"Beaucé","P",18.12,53,"35",48.3472640722,-1.15617278837,"Vitré"
"Beauchamps","P",21.8,22,"80",50.0192246753,1.52332437274,"Abbeville"
"Beauchastel","P",19.589999999999996,82,"07",44.8294995047,4.79715382132,"Privas"
"Beauchery-Saint-Martin","P",32.78,11,"77",48.6022245541,3.42081185296,"Provins"
"Beaucouzé","P",22.850000000000005,52,"49",47.4744512295,-0.63405515785,"Angers"
"Beaudricourt","P",16.729999999999997,31,"62",50.251321134,2.40781926457,"Saint-Pol-sur-Ternoise"
"Beaufort","P",34.53,91,"34",43.3040872042,2.76829342504,"Béziers"
"Beaufort-Blavincourt","P",16.729999999999997,31,"62",50.2755246835,2.48584476187,"Saint-Pol-sur-Ternoise"
"Beaufort-en-Santerre","P",30.85,22,"80",49.7816500284,2.66079679081,"Péronne"
"Beaufremont","P",28.84,41,"88",48.2538106689,5.74644583545,"Neufchâteau"
"Beaujeu-Saint-Vallier-Pierrejux-et-Quitteur","P",20.28,43,"70",47.4986137613,5.69348817129,"Vesoul"
"Beaulieu","P",8.47,83,"15",45.4651616363,2.52086997748,"Mauriac"
"Beaulieu","P",51.81,91,"34",43.7298984427,4.02118900985,"Lunel"
"Beaulieu","P",22.82,25,"61",48.6802207803,0.736178480276,"Mortagne-au-Perche"
"Beaulieu-sur-Layon","P",22.850000000000005,52,"49",47.3187109536,-0.600035399851,"Angers"
"Beaulon","P",13.33,83,"03",46.5874411926,3.66899984776,"Moulins"
"Beaumarchés","P",12.51,73,"32",43.5864405522,0.106916356793,"Mirande"
"Beaumes-de-Venise","P",26.379999999999995,93,"84",44.1233856856,5.02875589827,"Carpentras"
"Beaumetz-lès-Loges","P",18.33,31,"62",50.2455653714,2.65887337603,"Arras"
"Beaumont","P",23.21,41,"54",48.8517198736,5.78823029157,"Toul"
"Beaumont-du-Gâtinais","P",29.14,11,"77",48.1407704243,2.4920346913,"Fontainebleau"
"Beaumont-en-Auge","P",26.03,25,"14",49.2673749732,0.110186947305,"Deauville"
"Beaumont-en-Cambrésis","P",16.839999999999996,31,"59",50.1265847908,3.45162407092,"Cambrai"
"Beaumont-Hamel","P",30.85,22,"80",50.0765625531,2.65959457808,"Péronne"
"Beaumont-lès-Randan","P",19.3,83,"63",45.9963944263,3.38335354791,"Riom"
"Beaumont-Sardolles","P",21.840000000000003,26,"58",46.9351521565,3.39695451595,"Nevers"
"Beaumont-sur-Grosne","P",19.060000000000002,26,"71",46.6692532687,4.86174711968,"Chalon-sur-Saône"
"Beaumont-sur-Vingeanne","P",17.409999999999997,26,"21",47.4625396249,5.34749332128,"Is-sur-Tille"
"Beaune-d'Allier","P",11.770000000000001,83,"03",46.272817743,2.8909137183,"Montluçon"
"Beaupouyet","P",21.97,72,"24",44.9961149734,0.285254464127,"Ribérac"
"Beaurain","P",16.839999999999996,31,"59",50.1779797016,3.55059200886,"Cambrai"
"Beauregard","P",30.450000000000003,82,"01",46.0008580204,4.75600664694,"Trévoux"
"Beauregard-Baret","P",35.3,82,"26",45.0062739995,5.17662985645,"Romans-sur-Isère"
"Autruche","P",21.57,21,"08",49.4541460978,4.90568109184,"Vouziers"
"Autry-Issards","P",13.33,83,"03",46.5445755503,3.12273629246,"Moulins"
"Auve","P",32.91,21,"51",49.0286926359,4.68669645123,"Châlons-en-Champagne"
"Auvers-sur-Oise","P",37.690000000000005,11,"95",49.0803858577,2.15488070885,"Cergy-Pontoise"
"Auvillars-sur-Saône","P",24.460000000000004,26,"21",47.0592766074,5.10776303879,"Beaune"
"Auvilliers","P",20.66,23,"76",49.7577790499,1.57468218084,"Neufchâtel-en-Bray"
"Auxange","P",24.46,43,"39",47.1778341766,5.65519498249,"Dole"
"Auxon","P",31.4,21,"10",48.0923181622,3.92346188322,"Rosières-près-Troyes"
"Auxy","P",32.64,24,"45",48.1092099568,2.48643135047,"Pithiviers"
"Auzay","P",21.259999999999998,52,"85",46.4474386161,-0.876574265149,"Fontenay-le-Comte"
"Auzeville-Tolosane","P",39.699999999999996,73,"31",43.5286122552,1.48721978973,"Villefranche-de-Lauragais"
"Auzits","P",9.94,73,"12",44.4995549267,2.32166840443,"Rodez"
"Auzouville-sur-Ry","P",17.899999999999995,23,"76",49.4374386214,1.30966530446,"Rouen"
"Avallon","P",31.3,26,"89",47.4824789933,3.91585953972,"Avallon"
"Avant-lès-Ramerupt","P",31.4,21,"10",48.4485130831,4.25845008745,"Rosières-près-Troyes"
"Avapessa","P",39.43,94,"2B",42.5591666963,8.89434767169,"Calvi"
"Avelanges","P",17.409999999999997,26,"21",47.5873364734,5.03060719887,"Is-sur-Tille"
"Avène","P",34.53,91,"34",43.7483953944,3.10467542388,"Béziers"
"Averdoingt","P",16.729999999999997,31,"62",50.3453037362,2.44499865437,"Saint-Pol-sur-Ternoise"
"Averton","P",16.169999999999998,52,"53",48.3545540707,-0.210521518054,"Mayenne"
"Avesnes-en-Saosnois","P",19.92,52,"72",48.2660508765,0.358662177926,"Mamers"
"Avesnes-le-Sec","P",20.57,31,"59",50.2483988689,3.37145460907,"Valenciennes"
"Avessé","P",19.96,52,"72",47.9573422992,-0.267295988986,"Flèche (La)"
"Aviernoz","P",30.32,82,"74",45.9764432094,6.2368970464,"Annecy"
"Avillers","P",18.520000000000003,41,"54",49.3225310079,5.73813667687,"Briey"
"Avillers-Sainte-Croix","P",17.150000000000002,41,"55",49.0338833425,5.70380804793,"Verdun"
"Aviré","P",20.939999999999998,52,"49",47.7118822608,-0.791626507041,"Segré"
"Avoise","P",19.96,52,"72",47.8599093742,-0.193085392687,"Flèche (La)"
"Avon-les-Roches","P",22.73,24,"37",47.1830390826,0.459616405273,"Chinon"
"Avord","P",24.410000000000004,24,"18",47.0320503423,2.66580708853,"Bourges"
"Avrainville","P",28.84,41,"88",48.3781993079,6.22115791444,"Neufchâteau"
"Avremesnil","P",13.1,23,"76",49.8501863679,0.932942833236,"Dieppe"
"Avricourt","P",45.99,22,"60",49.6496055244,2.86403233407,"Compiègne"
"Avrillé","P",28.450000000000003,52,"85",46.4744272125,-1.49524360118,"Sables d'Olonne (Les)"
"Algajola","P",39.43,94,"2B",42.6050790894,8.85735931464,"Calvi"
"Alignan-du-Vent","P",51.9,91,"34",43.4688122746,3.33925724714,"Pézenas-Sète"
"Alizay","P",23.19,23,"27",49.3219074958,1.17828361031,"Louviers"
"Allainville","P",33.65,11,"78",48.4678049422,1.90248656235,"Rambouillet"
"Allamont","P",18.520000000000003,41,"54",49.1284916114,5.77659749922,"Briey"
"Allarmont","P",18.23,41,"88",48.4687180609,7.02039270494,"Saint-Dié-des-Vosges"
"Allègre-les-Fumades","P",32.11,91,"30",44.1976013658,4.25339592955,"Alès"
"Allemans-du-Dropt","P",31.93,72,"47",44.6231983139,0.286538311278,"Marmande"
"Allennes-les-Marais","P",27.330000000000002,31,"59",50.5417063572,2.94865877262,"Lille"
"Allery","P",21.8,22,"80",49.9594164117,1.88551094402,"Abbeville"
"Alleuze","P",12.87,83,"15",44.9602873313,3.09831933936,"Saint-Flour"
"Alleyras","P",11.420000000000002,83,"43",44.9071449693,3.68020035357,"Puy-en-Velay (Le)"
"Courjeonnet","P",37.22,21,"51",48.8245748598,3.82986361597,"Epernay"
"Courlay","P",18.939999999999998,54,"79",46.7822684522,-0.577979844225,"Bressuire"
"Courmemin","P",27.34,24,"41",47.4697320137,1.6274781438,"Romorantin-Lanthenay"
"Cournanel","P",20.85,91,"11",43.0297699245,2.23528266508,"Limoux"
"Cournols","P",21.41,83,"63",45.6415170829,3.03680111738,"Clermont-Ferrand"
"Courouvre","P",21.080000000000002,41,"55",48.9406652212,5.35286669289,"Commercy"
"Courrières","P",47.669999999999995,31,"62",50.4532038748,2.94633053767,"Lens"
"Croisilles","P",30.520000000000003,24,"28",48.6907785003,1.49908136395,"Dreux"
"Croissy-Beaubourg","P",59.5,11,"77",48.8167092612,2.65547869791,"Noisiel"
"Croix-Caluyau","P",22.02,31,"59",50.152088377,3.58548579583,"Avesnes-sur-Helpe"
"Croix-Moligneaux","P",30.85,22,"80",49.8196677644,3.00036517518,"Péronne"
"Croixdalle","P",20.66,23,"76",49.8027328398,1.36923442163,"Neufchâtel-en-Bray"
"Cromac","P",16.080000000000002,74,"87",46.3601964498,1.31102488604,"Bellac"
"Cros-de-Géorand","P",26.229999999999997,82,"07",44.7994633979,4.12786466116,"Largentière"
"Crosmières","P",19.96,52,"72",47.7361996092,-0.154731681464,"Flèche (La)"
"Crotelles","P",25.7,24,"37",47.5385005841,0.822690179098,"Amboise"
"Crottet","P",21.809999999999995,82,"01",46.283072336,4.87747971182,"Bourg-en-Bresse"
"Crouseilles","P",13.530000000000001,72,"64",43.5309932657,-0.0816458802012,"Pau"
"Crouy","P",46.57,22,"02",49.4078535405,3.36640020468,"Soissons"
"Crozant","P",11.25,74,"23",46.3822860468,1.61270659121,"Guéret"
"Crozon-sur-Vauvre","P",15.01,24,"36",46.481288114,1.88194807348,"Châtre (La)"
"Crucey-Villages","P",30.520000000000003,24,"28",48.6685590578,1.10718898581,"Dreux"
"Crugny","P",34.58,21,"51",49.2540458252,3.73483729976,"Reims"
"Cruseilles","P",34.85,82,"74",46.0362105004,6.11527700259,"Saint-Julien-en-Genevois"
"Cruzilles-lès-Mépillat","P",21.809999999999995,82,"01",46.2220588715,4.8752193513,"Bourg-en-Bresse"
"Cubiérettes","P",15.629999999999999,91,"48",44.4437323687,3.78750024039,"Mende"
"Cubrial","P",25.520000000000003,43,"25",47.5040745898,6.40318225414,"Besançon"
"Cubry-lès-Faverney","P",24.41,43,"70",47.8157221284,6.13346195549,"Lure"
"Cucugnan","P",46.22,91,"11",42.8512642371,2.60941588614,"Narbonne"
"Cours","P",18.869999999999997,54,"79",46.5023506712,-0.415189139601,"Niort"
"Cours-de-Pile","P",35.6,72,"24",44.8364921675,0.557691807136,"Bergerac"
"Coursan","P",46.22,91,"11",43.247330951,3.05926886129,"Narbonne"
"Courson-Monteloup","P",43.68999999999999,11,"91",48.5982232022,2.14130817077,"Palaiseau"
"Courtauly","P",20.85,91,"11",43.0409426208,2.04467462056,"Limoux"
"Courtefontaine","P",24.46,43,"39",47.132605121,5.79331394408,"Dole"
"Courtemaux","P",35.489999999999995,24,"45",48.0444652344,2.93270092042,"Montargis"
"Courteranges","P",31.4,21,"10",48.2683513867,4.22551791779,"Rosières-près-Troyes"
"Courteuil","P",46.8,22,"60",49.2065256712,2.54439836724,"Senlis"
"Courtisols","P",32.91,21,"51",48.9772975479,4.51921227291,"Châlons-en-Champagne"
"Courtomer","P",34.74,11,"77",48.6580781598,2.89624103762,"Melun"
"Courtonne-les-Deux-Églises","P",14.979999999999999,25,"14",49.0888311326,0.37808461753,"Lisieux"
"Courville","P",34.58,21,"51",49.2717748239,3.70869393616,"Reims"
"Coussa","P",23.6,73,"09",43.0646378158,1.68939869661,"Pamiers"
"Coussegrey","P",31.4,21,"10",47.95007971,4.03054692613,"Rosières-près-Troyes"
"Coussey","P",28.84,41,"88",48.4131072973,5.66796471132,"Neufchâteau"
"Coutances","P",41.76,25,"50",49.0566189539,-1.44345003609,"Coutances"
"Couteuges","P",15.779999999999998,83,"43",45.1845653807,3.49674774,"Brioude"
"Coutières","P",23.379999999999995,54,"79",46.4989423539,-0.107332373635,"Parthenay"
"Coutures","P",21.97,72,"24",45.3275321431,0.395477673293,"Ribérac"
"Couvains","P",22.82,25,"61",48.8661521991,0.55949245932,"Mortagne-au-Perche"
"Couvignon","P",36.410000000000004,21,"10",48.204390818,4.66976546789,"Bar-sur-Aube"
"Couvrot","P",39.35,21,"51",48.7661940133,4.57813670134,"Vitry-le-François"
"Couziers","P",22.73,24,"37",47.1679298412,0.0772163392705,"Chinon"
"Coye-la-Forêt","P",51.18,22,"60",49.1449874027,2.47045856809,"Chantilly"
"Coyrière","P",15.47,43,"39",46.3404621083,5.84504322935,"Saint-Claude"
"Crach","P",29.17,53,"56",47.6301210908,-3.00077657572,"Lorient"
"Cramans","P",24.46,43,"39",47.0073865371,5.78702671901,"Dole"
"Cramont","P",21.8,22,"80",50.1529953582,2.04893639433,"Abbeville"
"Cran-Gevrier","P",59.04,82,"74",45.9017933456,6.09977672068,"Annecy"
"Crans","P",21.809999999999995,82,"01",45.9663793103,5.19490390871,"Bourg-en-Bresse"
"Craonne","P",27.84,22,"02",49.4476368348,3.79203280761,"Laon"
"Débats-Rivière-d'Orpra","P",20.71,82,"42",45.7576644008,3.9420526909,"Montbrison"
"Dégagnac","P",18.45,73,"46",44.6693459592,1.32745596587,"Gourdon"
"Dehault","P",19.92,52,"72",48.208236955,0.576083536745,"Mamers"
"Delettes","P",12.52,31,"62",50.6223136659,2.21751946622,"Saint-Omer"
"Demandolx","P",36.629999999999995,93,"04",43.8698630954,6.57440592456,"Castellane"
"Démouville","P",52.290000000000006,25,"14",49.1778085857,-0.263135480926,"Caen"
"Démuin","P",32.160000000000004,22,"80",49.8163771889,2.53950066337,"Montdidier"
"Dénestanville","P",13.1,23,"76",49.8076990948,1.0908205692,"Dieppe"
"Denezières","P",15.47,43,"39",46.6244113677,5.80050355357,"Saint-Claude"
"Dennebroeucq","P",12.52,31,"62",50.5841623425,2.15571582187,"Saint-Omer"
"Derbamont","P",28.84,41,"88",48.26687317,6.27162606216,"Neufchâteau"
"Dernancourt","P",30.85,22,"80",49.9790238036,2.6233494587,"Péronne"
"Désaignes","P",22.980000000000004,82,"07",44.992108782,4.50096602027,"Tournon-sur-Rhône"
"Déservillers","P",25.520000000000003,43,"25",46.999299694,6.0729610264,"Besançon"
"Dessenheim","P",20.89,42,"68",47.9735592224,7.48193458989,"Colmar"
"Détain-et-Bruant","P",24.460000000000004,26,"21",47.1748111785,4.78802289796,"Beaune"
"Dettwiller","P",14.68,42,"67",48.7608351027,7.45405808317,"Saverne"
"Deux-Évailles","P",16.25,52,"53",48.1912601242,-0.522772642393,"Laval"
"Devèze","P",17.720000000000002,73,"65",43.2757053528,0.549509061122,"Tarbes"
"Devise","P",30.85,22,"80",49.8511316053,3.00863370114,"Péronne"
"Deycimont","P",18.23,41,"88",48.1738809469,6.64106383013,"Saint-Dié-des-Vosges"
"Dhuizel","P",24.39,22,"02",49.3602201297,3.61487590771,"Soissons"
"Dicy","P",26.180000000000003,26,"89",47.9278357238,3.0943130992,"Auxerre"
"Diedendorf","P",14.68,42,"67",48.887700346,7.02814105959,"Saverne"
"Diémoz","P",35.449999999999996,82,"38",45.5886339429,5.08869481653,"Vienne"
"Dienville","P",36.410000000000004,21,"10",48.3297297619,4.5139323628,"Bar-sur-Aube"
"Dieppe-sous-Douaumont","P",17.150000000000002,41,"55",49.2195718638,5.51909425729,"Verdun"
"Dietwiller","P",28.22,42,"68",47.7010678326,7.42599778593,"Mulhouse"
"Dieuze","P",15.78,41,"57",48.8077845102,6.71733647603,"Sarrebourg"
"Dignac","P",16.93,54,"16",45.5542534164,0.283491007595,"Angoulême"
"Dignonville","P",19.52,41,"88",48.2431130672,6.49905182011,"Remiremont"
"Dijon","P",46.67,26,"21",47.3229437965,5.03788805877,"Dijon"
"Cuers","P",33.67,93,"83",43.2411645502,6.06856350453,"Hyères"
"Cugnaux","P",35.41,73,"31",43.5449211242,1.34286223759,"Toulouse Mirail"
"Cuigy-en-Bray","P",33.080000000000005,22,"60",49.4323341573,1.83507266626,"Méru"
"Cuirieux","P",27.84,22,"02",49.6834404265,3.81994750866,"Laon"
"Cuiry-lès-Chaudardes","P",27.84,22,"02",49.3897631676,3.76227512623,"Laon"
"Cuiserey","P",17.409999999999997,26,"21",47.370648619,5.31774907926,"Is-sur-Tille"
"Cuisy","P",39.87,11,"77",49.0197878433,2.77789349097,"Meaux"
"Maisoncelles","P",14.799999999999999,21,"52",48.1325423759,5.53375254528,"Chaumont"
"Maisoncelles-la-Jourdan","P",13.05,25,"14",48.7925430406,-0.84754027204,"Vire"
"Maisonnisses","P",11.25,74,"23",46.0608263373,1.90309804931,"Guéret"
"Maisons-du-Bois-Lièvremont","P",15.9,43,"25",46.9795599744,6.41425984955,"Pontarlier"
"Maisons-Laffitte","P",52.4,11,"78",48.9523369002,2.15161594901,"Maisons-Laffitte"
"Maisse","P",41.24,11,"91",48.3958941333,2.37009405843,"Evry"
"Maizey","P",21.080000000000002,41,"55",48.9230075702,5.53791038683,"Commercy"
"Maizières","P",16.729999999999997,31,"62",50.32212095,2.44126600282,"Saint-Pol-sur-Ternoise"
"Maizilly","P",10.76,82,"42",46.1758631519,4.24319004515,"Roanne"
"Mâlain","P",24.919999999999998,26,"21",47.3212468007,4.79374280109,"Dijon"
"Malaincourt-sur-Meuse","P",14.799999999999999,21,"52",48.1553460415,5.6050993633,"Chaumont"
"Malans","P",25.520000000000003,43,"25",47.0442451594,6.02925476489,"Besançon"
"Malaunay","P",48.3,23,"76",49.5254991004,1.04877574012,"Rouen"
"Malaville","P",22.45,54,"16",45.5525236965,-0.103272182432,"Cognac"
"Malay","P",24.58,26,"71",46.56639793,4.68622845385,"Mâcon"
"Malbouhans","P",24.41,43,"70",47.7110423982,6.58099580275,"Lure"
"Malemort-sur-Corrèze","P",14.059999999999999,74,"19",45.176099789,1.58386372231,"Brive-la-Gaillarde"
"Malguénac","P",27.849999999999998,53,"56",48.0690022602,-3.05620760639,"Pontivy"
"Malicorne","P",26.180000000000003,26,"89",47.8166505202,3.09772476435,"Auxerre"
"Malincourt","P",16.839999999999996,31,"59",50.0351942091,3.32471130413,"Cambrai"
"Malléon","P",23.6,73,"09",43.0330014748,1.71547943736,"Pamiers"
"Malleval-en-Vercors","P",33.06,82,"38",45.1534944618,5.44421168332,"Saint-Marcellin"
"Malmy","P",32.91,21,"51",49.1805031948,4.81024077767,"Châlons-en-Champagne"
"Malras","P",20.85,91,"11",43.0609311842,2.16809253539,"Limoux"
"Malroy","P",25.24,41,"57",49.174168393,6.21680938131,"Metz"
"Malves-en-Minervois","P",24.24,91,"11",43.250190518,2.45343864014,"Carcassonne"
"Malzy","P",21.38,22,"02",49.921297034,3.73000059946,"Saint-Quentin"
"Mamirolle","P",25.520000000000003,43,"25",47.198418447,6.16243839446,"Besançon"
"Mancenans","P",21.02,43,"25",47.4633299289,6.54251300425,"Montbéliard"
"Mancy","P",37.22,21,"51",48.982499338,3.9380543947,"Epernay"
"Mandeure","P",21.02,43,"25",47.4326690481,6.810330244,"Montbéliard"
"Mandres-la-Côte","P",14.799999999999999,21,"52",48.0688442092,5.33356686947,"Chaumont"
"Mane","P",35.86,93,"04",43.9388973757,5.74234213479,"Forcalquier"
"Manéglise","P",21.910000000000004,23,"76",49.5667618934,0.256787917963,"Havre (Le)"
"Manglieu","P",21.41,83,"63",45.6117755124,3.35655394687,"Clermont-Ferrand"
"Manin","P",16.729999999999997,31,"62",50.2966374738,2.5072774682,"Saint-Pol-sur-Ternoise"
"Manneville-ès-Plains","P",16.82,23,"76",49.8582585545,0.751682408073,"Fécamp"
"Masny","P",25.970000000000002,31,"59",50.341241582,3.19548470018,"Aniche"
"Massac","P",24.24,91,"11",42.9160146126,2.55792629782,"Carcassonne"
"Massac-Séran","P",22.529999999999998,73,"81",43.6683120665,1.86258553389,"Castres"
"Massangis","P",31.3,26,"89",47.6250901149,3.98513574014,"Avallon"
"Masseube","P",12.51,73,"32",43.4317876537,0.586727332554,"Mirande"
"Massignac","P",20.81,54,"16",45.77722919,0.656859261312,"Confolens"
"Massingy-lès-Vitteaux","P",17.959999999999997,26,"21",47.395705764,4.59045021974,"Montbard"
"Massugas","P",26.759999999999998,72,"33",44.7697025762,0.101172936078,"Langon"
"Massy","P",20.66,23,"76",49.6878599018,1.39541182981,"Neufchâtel-en-Bray"
"Matha","P",32.03,54,"17",45.8637317103,-0.314996278369,"Saint-Jean-d'Angély"
"Matignicourt-Goncourt","P",39.35,21,"51",48.6750657203,4.67663431783,"Vitry-le-François"
"Matringhem","P",19.16,31,"62",50.5456223403,2.16665746182,"Ecuires"
"Maubec","P",33.57,82,"38",45.5660929436,5.25805770086,"Bourgoin-Jallieu"
"Maucomble","P",20.66,23,"76",49.6874845722,1.3335829013,"Neufchâtel-en-Bray"
"Maudétour-en-Vexin","P",37.690000000000005,11,"95",49.1093620224,1.77708417418,"Cergy-Pontoise"
"Mauléon-Barousse","P",20.43,73,"65",42.9502723572,0.577280685975,"Bagnères-de-Bigorre"
"Maulévrier","P",15.66,52,"49",47.0185766256,-0.768134737511,"Cholet"
"Maulichères","P",12.51,73,"32",43.6863853062,-0.0854584441298,"Mirande"
"Maupas","P",31.4,21,"10",48.137803272,4.07882418849,"Rosières-près-Troyes"
"Maure","P",13.530000000000001,72,"64",43.3777021697,-0.078138626285,"Pau"
"Maureilhan","P",34.53,91,"34",43.3515394407,3.10170846517,"Béziers"
"Mauremont","P",39.699999999999996,73,"31",43.4559384154,1.68152366041,"Villefranche-de-Lauragais"
"Maurepas","P",52.92,11,"78",48.7698393561,1.92404037065,"Élancourt"
"Mauries","P",18.24,72,"40",43.6151264193,-0.336068922344,"Mont-de-Marsan"
"Mauroux","P",19.5,73,"46",44.4529573701,1.04640335319,"Cahors"
"Maurs","P",9.879999999999999,83,"15",44.7119433423,2.17308591391,"Aurillac"
"Maussane-les-Alpilles","P",58.449999999999996,93,"13",43.7145004234,4.83333459578,"Arles"
"Mauves-sur-Loire","P",44.31,52,"44",47.3161301081,-1.40277407662,"Nantes"
"Mauvezin-de-Prat","P",28.049999999999997,73,"09",43.0324532484,0.992112596886,"Saint-Girons"
