Dept	DDSP	Circonscription	Type	Adresse	Code Postal	Commune	Tel	latitude	longitude
29		QUIMPER	CS	1 bis, Place Charles de Gaulle	29000	QUIMPER	02 98 98 00 30	48.0040008	-4.0980376
29		QUIMPER	CS	28, Rue Paul Borossi	29000	QUIMPER	02 98 64 64 30	47.9874988	-4.1290433
29		QUIMPER	CS	20, Rue de Belle Ile	29000	QUIMPER	02 98 52 17 41	39.0638618	-100.234787
29		QUIMPER	AN	2, Allée Couchouren	29000	QUIMPER	02 98 65 60 00	47.994109	-4.0996525
29		BREST	HP	15, Rue Colbert	29200	BREST	02 98 43 77 77	48.3888558	-4.4870165
29		BREST	CS	9, Place Maurice Gilet	29200	BREST	02 98 80 68 68	48.3952953	-4.4797871
29		BREST	CS	23, Place Napoleon III	29200	BREST	02 98 03 12 43	48.4045916	-4.507534
29		BREST	CS	4, Rue Pierre Corre	29200	BREST	02 98 03 27 50	48.4141443	-4.4921516
29		BREST	CS	196, Rue Anatole France	29200	BREST	02 98 45 08 64	48.3828141	-4.5163652
29		BREST	PCPP	Quai n° 3 - Port de Commerce - Ouverture saisonnière	29200	BREST	02 98 43 77 77		
29		BREST	AN	7, Rue Ferdinand de Lesseps - Chenil	29200	BREST		48.4224653	-4.4572193
29		BREST	AN	12, rue du Bois d'Amour - Sûreté départementale	29200	BREST		48.3884485	-4.4864161
29		CONCARNEAU	CP	1, Avenue de la Gare	29900	CONCARNEAU	02 98 50 15 00	47.8744564	-3.9186685
29		MORLAIX	CP	17, Place Charles de Gaulle	29600	MORLAIX	02 98 88 96 00	48.5814927	-3.8315758
29		MORLAIX	CS	Résidence Ilôt Curie	29600	SAINT MARTIN DES CHAMPS	02 98 63 88 88		
29		MORLAIX	AN	1, Rampe Saint Nicolas - SDIG	29600	MORLAIX		48.581693	-3.8317394
2A	DDSP	AJACCIO	HP	1, Rue du Général Fiorella	20000	AJACCIO	04 95 11 17 99	41.9191332	8.736746
2A		AJACCIO	AN	2, Ave Lrenzo Véro - OMP	20000	AJACCIO	04 95 21 27 85		
2A		AJACCIO	AN	Quartier Aspretto - Chenil	20000	AJACCIO	04 95 11 17 17		
2A		AJACCIO	AN	Immeuble Ettori - Quartier Poretta - SDIG	20000	PORTO VECCHIO		42.2669601	8.6995401
2A		AJACCIO		Concession logement		BASTELLICACIA			
2B	DDSP	BASTIA	HP	10 Bis, Rue Luce de Casabianca	20294	BASTIA	04 95 55 22 22	37.1520805	-81.1500015
2B		BASTIA	AN	Camp Colonella d'Istria - Chenil	20294	BORGO		46.0525017	11.46
2B		BASTIA	AN	Bureaux + Stand de tir	20600	FURIANI	04 95 30 79 70	42.6669693	9.421278
2B		BASTIA		Concession logement	20294	BASTIA		42.6636009	9.4366302
30	DDSP	NIMES	HP	245, Avenue Pierre Gamel	30000	NIMES	04 66 27 30 00	43.8261688	4.3614033
30		NIMES	CS	225, Avenue Bir Hakeim - Chemin bas d'Avignon	30000	NIMES	04 66 26 67 59	43.8425317	4.3843501
30		NIMES	CS	4, Promenade Newton - Val de Gour	30000	NIMES	04 66 64 28 27	43.8293547	4.3286393
30		NIMES	CS	2, Place Roger Bastide - "Pissevin"	30000	NIMES	04 66 68 21 40	43.8257882	4.3349269
30		NIMES	AN	Ave Clément Ader - Ecole Nationale de Police - Chenil	30000	NIMES	04 66 28 32 08	43.859189	4.404356
30		NIMES		Concession logement	30000	NIMES		43.8625603	4.3603468
30		ALES	CP	Rue Saint-Sébastien	30107	ALES	04 66 78 14 22	44.127029	4.077533
30		ALES	PCPP	76, Ave Jean Moulin	30100	SAINT CHRISTOL LES ALES	04 66 61 72 88	44.0834324	4.0771009
30		ALES	AN	Lieu Dit La Perusse - Chenil	30100	ALES	04 66 30 44 81	44.139117	4.129022
30		BAGNOLS SUR CEZE	CP	Esplanade André Mourgue	30200	BAGNOLS SUR CEZE	04 66 90 63 90	44.162256	4.61821
30		BEAUCAIRE	CP	Chemin des Romains	30300	BEAUCAIRE	04 66 59 88 10	43.81191	4.619424
31	DDSP	TOULOUSE	HP	23, Boulevard de l'Embouchure	31000	TOULOUSE	05 61 12 77 77	43.6151685	1.4335452
31		TOULOUSE	Csub	36, Route de Cornebarrieu	31700	BLAGNAC	05 62 12 52 40	43.644361	1.361036
31		TOULOUSE	Csub	2, Passage de l'Hôtel de Ville	31170	COLOMIERS	05 34 36 12 66	43.6108322	1.3352591
31		TOULOUSE	Csub	62, Allée de Bellefontaine - Mirail	31000	TOULOUSE	05 34 62 70 10		
31		TOULOUSE	Csub	15, Bd Vincent Auriol	31000	TOURNEFEUILLE	05 61 31 77 00	43.5859939	1.3468226
31		TOULOUSE	Csub	17, rue du Rempart St Etienne - Centre	31000	TOULOUSE	05 61 12 81 97	43.6017546	1.4507586
31		TOULOUSE	CS	46, Allée Charles de Fittes - Quartier Ouest	31000	TOULOUSE	05 61 77 07 77	43.5969914	1.4316183
31		TOULOUSE	CS	104, Avenue de Fronton - Quartier Nord	31000	TOULOUSE	05 34 42 23 20	37.1758995	-83.3368835
31		TOULOUSE	CS	125, Rue Henri Desbals - Bagatelle	31000	TOULOUSE	05 62 11 91 10	37.1758995	-83.3368835
31		TOULOUSE	CS	16, Ave Camille Flammarion - Quartier Jolimont	31000	TOULOUSE	05 61 61 10 70	43.6110716	1.4625711
31		TOULOUSE	CS	3, Rue Raymond Corraze - Quartier Ormeau	31000	TOULOUSE	05 61 80 45 41	37.1758995	-83.3368835
31		TOULOUSE	CS	30, Route de Narbonne - Quartier Sud	31000	TOULOUSE	05 34 31 81 40	37.1758995	-83.3368835
31		TOULOUSE	PCPP	9, Rue Raymond Corraze - Quartier Ormeau	31000	TOULOUSE	05 61 20 10 02	37.1758995	-83.3368835
31		TOULOUSE	PCPP	1 Allée Jean Jaurès - Métro  	31000	TOULOUSE	05 61 62 23 22	37.1758995	-83.3368835
31		TOULOUSE	AN	Chemin Saudrune - Piste éducation routière Candie	31000	TOULOUSE		37.1758995	-83.3368835
31		TOULOUSE	AN	38, Chemin du Prat Long - Compagnie Sécurisation	31000	TOULOUSE	05 34 40 16 50	37.1758995	-83.3368835
31		TOULOUSE	AN	4, Chemin de Bordeblanque - Chenil	31170	COLOMIERS	05 34 55 48 96	40.3699799	-80.5236816
31		TOULOUSE		Parking	31000	TOULOUSE		37.1758995	-83.3368835
31		SAINT GAUDENS	CP	2, Place du Capitaine Gesse	31800	SAINT GAUDENS	05 61 94 87 00	43.1098098	0.7218662
32	DDSP	AUCH	CP	1, Rue du Préfet Claude Erignac	32000	AUCH	05 62 61 54 54	43.6465251	0.5861485
32		AUCH	AN	7, Bis rue Gambetta - SDIG	32000	AUCH	05 62 60 69 48	34.1132202	-103.1346588
32		AUCH		Concession logement	32000	AUCH		43.653286	0.5749015
32		AUCH		Stand de tir	32000	AUCH		43.653286	0.5749015
33	DDSP	BORDEAUX	HP	23, Rue François de Sourdis	33000	BORDEAUX	05 57 85 77 77	44.8346499	-0.5886349
33		BORDEAUX	Csub	49, Avenue de Lattre de Tassigny	33130	BEGLES	05 57 35 65 70	36.7983704	-77.0337067
33		BORDEAUX	Csub	135, Ave René Cassagne	33150	CENON	05 56 38 52 52	44.857509	-0.515664
33		BORDEAUX	Csub	Rue Coudoul	33110	LE BOUSCAT	05 57 22 52 30	44.866	-0.598321
33		BORDEAUX	Csub	14, Place Charles de Gaulle	33700	MERIGNAC	05 56 47 11 54	44.8426115	-0.6472275
33		BORDEAUX	Csub	49, Avenue du Général Leclerc	33600	PESSAC	05 57 26 38 70	44.7946406	-0.6690593
33		BORDEAUX	Csub	35, Rue des Charmilles	33400	TALENCE	05 57 35 77 22	44.8159019	-0.5913654
33		BORDEAUX	CS	Rue Charles Tournemire - Les Aubiers	33000	BORDEAUX	05 56 50 52 93	41.9355888	-104.8450775
33		BORDEAUX	CS	23, rue Ducau	33000	BORDEAUX	05 56 52 43 28	44.8517525	-0.5768721
33		BORDEAUX	CS	21, Rue du Cerf Volant	30000	BORDEAUX	05 56 81 89 12	44.8379494	-0.571697
33		BORDEAUX	CS	7, Rue Serr	33000	BORDEAUX	05 56 77 00 00	44.8427187	-0.533048
33		BORDEAUX	CS	21, Rue Marbotin - Place des Capucins	33000	BORDEAUX	05 56 91 12 45	41.9355888	-104.8450775
33		BORDEAUX	CS	7, Rue Fernand Cazères	87000	CAUDERAN	05 56 08 24 74	44.8513681	-0.6158057
33		BORDEAUX	CS	180, Ave Pasteur	33270	FLOIRAC	05 56 86 12 99	44.837456	-0.530287
33		BORDEAUX	CS	201, Cours du Général de Gaulle	33170	GRADIGNAN	05 56 75 24 80	44.7708143	-0.6154115
33		BORDEAUX	CS	2, rue des Garosses 	33000	LORMONT	05 56 06 13 69	44.8769097	-0.5215108
33		BORDEAUX	CS	593, Route de Toulouse	33140	VILLENAVE D'ORNON	05 56 87 38 86	44.7823153	-0.566046
33		BORDEAUX	AN	59, Avenue J.F Kennedy - Chenil	33700	MERIGNAC	05 56 13 00 68		
33		BORDEAUX	AN	Cours Dupré de Saint-Maur - GIPN	33000	BORDEAUX			
33		BORDEAUX	AN	30, Rue Castéjà - OMP.	33000	BORDEAUX	05 56 99 77 66	44.8424436	-0.5839131
33		BORDEAUX		Concession logement	33000	BORDEAUX		44.8388062	-0.5895059
33		BORDEAUX		Parking	33000	BORDEAUX		41.9355888	-104.8450775
33		ARCACHON	CP	1, Place de Verdun	33120	ARCACHON	05 57 72 29 30		
33		ARCACHON	CS	17 bis, Ave Charles de Gaulle	33115	LA TESTE DE BUCH	05 56 54 48 20	30.9075546	-91.8198318
33		ARCACHON	PCPP	4, Ave de Verdun	33115	CAZAUX	05 57 52 23 87	44.537886	-1.1524036
33		ARCACHON	AN	9, Place de Verdun - local de stockage.	33120	ARCACHON	05 57 72 29 42 		
33		LIBOURNE	CP	80, Cours Tourny - Centre Ville Bastide	33505	LIBOURNE	05 57 55 28 30	44.5328712	0.76801
34	DDSP	MONTPELLIER	HP	206, Rue du Comte de Melgueil	34000	MONTPELLIER	04 99 13 50 00	43.6037555	3.8922218
34		MONTPELLIER	AN	135, Rue Robespierre - OMP	34000	MONTPELLIER	04 67 91 70 45	44.2602882	-72.5762634
34		MONTPELLIER	CS	500, Ave de Louisville - Lou Cap Dou Mail - Mosson	34000	MONTPELLIER	04 67 40 71 90	44.2602882	-72.5762634
34		MONTPELLIER	CS	Allée de Lattre de Tassigny - Comédie	34000	MONTPELLIER	04 99 74 26 74	44.2602882	-72.5762634
34		MONTPELLIER	CS	Ave de l'Agau	34000	LATTES	04 33 79 67 00	43.584089	3.908777
34		MONTPELLIER	AN	Rue des Marels - Chenil	34000	MONTPELLIER	04 67 65 36 84	43.617309	3.922968
34		MONTPELLIER		Concession logement		MONTPELLIER		44.2602882	-72.5762634
34		AGDE	CP	Avenue du Général de Gaulle	34300	AGDE	04 67 01 02 00	43.313082	3.473019
34		AGDE	CS	Ave des Sergents - Parking Alsace Lorraine	34300	LE CAP D'AGDE	04 67 00 14 21		
34		BEZIERS	CP	Boulevard Edouard Herriot	34500	BEZIERS	04 67 49 54 00	43.345759	3.217333
34		BEZIERS	CS	Rue Georges Bayrou - Centre Commercial - Deveze	34500	BEZIERS	04 67 76 16 05	43.3484039	3.2345159
34		SETE	CP	50,  Quai de Bosc	34200	SETE	04 67 46 80 22	43.4089934	3.6947007
34		SETE	CS	1, Rue Frédéric Mistral	34110	FRONTIGNAN	04 67 48 12 48	43.446946	3.7537133
34		SETE	AN	15, Quai François Maillol - Stand de Tir	34200	SETE	04 67 74 90 45		
35	DDSP	RENNES	HP	22, Boulevard de la Tour d'Auvergne	35000	RENNES	02 99 65 00 22	48.1020847	-1.690218
35		RENNES	CS	16, Rue de Penhouet	35000	RENNES	02 99 79 16 07	48.1139687	-1.6808416
35		RENNES	CS	5, Rue des Longs Prés "Maurepas"	35700	RENNES	02 99 38 03 72	43.6453209	-96.7164078
35		RENNES	CS	14, Bd Louis Volcair "Le Blosne"	35200	RENNES	02 99 50 96 50	48.088215	-1.6625994
35		RENNES	CS	54, Cours Kennedy - Quartier Villejean - Saint Martin	35200	RENNNES		43.6453209	-96.7164078
35		RENNES	PCPP	6, Cours Camille Claudel	35136	SAINT JACQUES DE LA LANDE		48.0811447	-1.713784
35		RENNES	PCPP	1, Rue de Provence	35135	CHANTEPIE		48.0886315	-1.6213297
35		RENNES	AN	Lieu dit Pace - Le Casse - Chenil	35000	RENNES		43.6453209	-96.7164078
35		RENNES	AN	Bd Jules Valles - 16ème Groupement d'Artillerie - GIPN	35136	SAINT JACQUES DE LA LANDE			
35		FOUGERES	CP	6, Place de la République	35300	FOUGERES	02 99 94 17 17	48.3501113	-1.1960587
35		FOUGERES	PCPP	Parvis des droits de l'Homme	35300	LECOUSSE			
35		SAINT MALO	CP	3, Place des frères Lamennais	35402	SAINT MALO	02 99 20 69 40		
35		SAINT MALO	CS	46, Boulevard Féart	35800	DINARD	02 99 16 83 83	48.6297285	-2.0554923
35		SAINT MALO	CS	Place Bouvet - Quartier St Servant - La Découverte	35402	SAINT SERVAN	02 99 81 72 51		
36	DDSP	CHATEAUROUX	CP	Boulevard George Sand + Chenil 	36000	CHATEAUROUX	02 54 08 50 17	46.807006	1.68793
36		CHATEAUROUX	AN	Boulevard George Sand - Bât J	36000	CHATEAUROUX			
37	DDSP	TOURS	HP	70 - 72, Rue Marceau	37033	TOURS	02 47 33 80 69	47.3915595	0.6859485
37		TOURS	Csub	Place du Général Leclerc	37300	JOUE LES TOURS	02 47 73 66 90		
37		TOURS	CS	22, Rue Henri Barbusse	37700	SAINT PIERRE DES CORPS	02 47 44 21 28	47.3898419	0.7201975
37		TOURS	CS	148, Ave André Maginot	37100	TOURS	02 47 54 49 07	47.4176171	0.6912455
37		TOURS	CS	23, Rue Jacques Marie Rougé	37000	TOURS	02 47 05 19 73	47.3837569	0.6971115
37		TOURS	PCPP	11, Rue des Saussure	37200	TOURS	02 47 28 98 79	47.3655367	0.7061157
37		TOURS	PCPP	23, Rue de Grand Mont	37550	SAINT AVERTIN	02 47 27 12 05	32.5167999	-92.4335022
37		TOURS	PCPP	Hôtel de Ville - Parc de la Perraudière	37540	SAINT CYR SUR LOIRE	02 47 87 02 14		
37		TOURS	AN	Rue du Pont aux Oies - Chenil	37540	SAINT CYR SUR LOIRE	02 47 37 95 49		
37		TOURS		Parking	37033			35.2672386	-90.5584488
38	DDSP	GRENOBLE	HP	36, Bd Maréchal Leclerc	38000	GRENOBLE	04 76 60 40 40	45.1930359	5.7366362
38		GRENOBLE	CS	Ave du 8 Mai 1945	38130	ECHIROLLES	04 76 09 06 07	45.148958	5.717724
38		GRENOBLE	CS	81, Mail Marcel Cachin	38600	FONTAINE	04 76 26 23 17	45.1932102	5.6874096
38		GRENOBLE	CS	107, Ave Benoit Frachon	38950	SAINT MARTIN d'HERES	04 7654 62 36	45.1776695	5.7561238
38		GRENOBLE	CS	77, Rue de la Bruyere	38100	VILLENEUVE	04 76 09 46 97		
38		GRENOBLE	AN	Echangeur Autoroute - Chenil	38120	SAINT EGREVE	04 76 75 39 89	48.9702988	-107.4199982
38		GRENOBLE	AN	Algécos	38000	GRENOBLE		40.2379913	-75.0399399
38		BOURGOIN JALLIEU	CP	5, Avenue Henri Barbusse	38300	BOURGOIN JALLIEU	04 74 43 97 17	45.599416	5.266558
38		BOURGOIN JALLIEU	AN	35, Rue des Alpes - Escadron de Gendarmerie - SDIG	38300	BOURGOIN JALLIEU			
38		VIENNE	CP	6, Place Pierre Sémard	38200	VIENNE	04 74 78 06 78	45.5213329	4.8740219
38		VIENNE	PCPP	143, Montée Lucien Magnat	38200	PONT L'EVEQUE	04 74 16 18 57		
38		VOIRON	CP	114, Cours Becquart Castelbon	38500	VOIRON	04 76 65 93 93	45.361565	5.590734
39	DDSP	LONS LE SAUNIER	HP	6, Avenue du 44 eme Régiment d' Infanterie	39016	LONS LE SAUNIER	03 84 35 17 10		
39		LONS LE SAUNIER	AN	8. Rue Reybert - SDIG	39017	SAINT CLAUDE		29.9725895	-90.0373764
39		DOLE	CP	1, Rue du 21 Janvier	39107	DOLE	03 84 79 63 10	47.0949687	5.4956748
40	DDSP	MONT DE MARSAN	CP	22-24, Place Pancaut + Chenil	40000	MONT DE MARSAN	05 58 05 52 52	43.8892512	-0.5028244
40		DAX	CP	5, Rue des Fusillés	40107	DAX	05 58 56 58 58	43.7103513	-1.051453
40		DAX	AN	3,  Rue des Fusillés	40107	DAX		43.3084297	-74.0163498
40		DAX	CS	Place du Marché	40990	SAINT PAUL LES DAX	05 58 91 69 22	43.9101982	-0.84289
41	DDSP	BLOIS	CP	42, Quai Saint Jean	41000	BLOIS	02 54 55 17 99	47.5898838	1.3418403
41		BLOIS	CS	133, Rue Michel Begon	41000	BLOIS	02 54 43 15 58	47.5949169	1.3090233
41		BLOIS	AN	Zone Insdustrielle des Gailletrous - Chenil 	41260	LA CHAUSSEE SAINT VICTOR	02 54 55 17 99		
41		ROMORANTIN LANTHENAY	CP	4, Rue du Four à Chaux	41206	ROMORANTIN LANTHENAY	02 54 95 22 41	47.3591262	1.7465794
41		VENDOME	CP	27 bis, Faubourg Chartrain	41100	VENDOME	02 54 73 41 40	47.7957248	1.0680728
42	DDSP	SAINT ETIENNE	CP	99 Bis, Cours Fauriel	42000	SAINT ETIENNE	04 77 43 28 28	45.427704	4.400491
42		SAINT ETIENNE	CS	Rue Georges Bizet - quartier Montreynaud	42000	SAINT ETIENNE	04 77 74 62 36	45.471365	4.401245
42		SAINT ETIENNE	CS	26, Rue Gambetta	42230	ROCHE LA MOLIERE	04 77 90 66 64		
42		SAINT ETIENNE	CS	17, Rue Pointe Cadet	42000	SAINT ETIENNE	04 77 42 90 15	45.4345404	4.3909607
42		SAINT ETIENNE	CS	2, Rue Raoul Follereau	42000	SAINT ETIENNE	04 77 57 33 82	45.4228056	4.3834989
42		SAINT ETIENNE	CS	2, rue Balay	42000	SAINT ETIENNE	04 77 49 21 60		
42		SAINT ETIENNE	CS	2, Rue Bertrand Russel	42000	SAINT ETIENNE	04 77 53 97 30		
42		SAINT ETIENNE	CS	2, Rue Charles de Gaulle - Préfecture	42000	SAINT ETIENNE	04 77 48 48 48	45.4420153	4.3864172
42		SAINT ETIENNE	AN	43, Rue du Docteur Michelon - Chenil	42000	SAINT ETIENNE	04 77 25 46 24		
42		SAINT ETIENNE	AN	Palais de Justice - Petit Dépôt	42000	SAINT ETIENNE	04 77 43 33 17		
42		SAINT ETIENNE	AN	8, Rue Barrouin	42000	SAINT ETIENNE	04 77 43 27 90	45.4539432	4.3858579
42		SAINT ETIENNE	AN	5, Bd Karl Marx	42000	SAINT ETIENNE		45.4233786	4.4099021
42		GIER	CP	64, Boulevard Waldeck Rousseau	42400	SAINT CHAMOND	04 77 31 06 06	45.4750928	4.5051515
42		GIER	Csub	60, Rue Claude Drivon	42800	RIVE DE GIER	04 77 75 22 70	45.5256807	4.6101325
42		GIER	CS	26, Cours Marin	42152	HORME	04 77 22 02 61	45.4859439	4.5439598
42		MONTBRISON	CP	4, Place des Comtes du Forez	42600	MONTBRISON	04 77 96 71 00		
42		ONDAINE	Csub	15, Rue de la République	42501	LE CHAMBON FEUGEROLLES	04 77 61 01 37	45.3943359	4.3052459
42		ONDAINE	CP	15, Avenue de la Gare	42703	FIRMINY	04 77 40 15 40	45.390801	4.2867283
42		ROANNE	CP	Rue Raoul Follereau	42332	ROANNE	04 77 44 43 00	46.032253	4.074706
43	DDSP	LE PUY EN VELAY	CP	1, Rue de la Passerelle	43000	LE PUY EN VELAY	04 71 04 04 22	45.0397997	3.8869393
44	DDSP	NANTES	HP	Place Waldeck Rousseau	44000	NANTES	02 53 46 70 00	47.227353	-1.552035
44		NANTES	Csub	8, Allée de Touraine	44400	REZE	02 51 11 23 00	47.185814	-1.5561061
44		NANTES	Csub	Bd François Mitterrand	44800	SAINT HERBLAIN	02 40 85 00 00	47.7318115	-1.38249
44		NANTES	Csub	Cours Olivier de Clisson	44000	NANTES	02 40 20 73 50	47.213279	-1.554478
44		NANTES	CS	26, Rue du Champ de Tir	44000	NANTES	02 40 35 07 00	47.2555014	-1.5166172
44		NANTES	CS	38, Rue Alexandre Goupil	44700	ORVAULT	02 40  67 12 60	47.2535078	-1.5972243
44		NANTES	CS	11, Rue du 8 Mai 1945	44230	SAINT SEBASTIEN SUR LOIRE	02 88 00 10 09	47.2067741	-1.5026781
44		NANTES	CS	 Boulevard Stalingrad - Gare SNCF	44000	NANTES	02 40 08 16 75	47.218188	-1.541264
44		NANTES	CS	130, Boulevard de la Liberté	44000	NANTES	02 51 80 43 70	47.2056497	-1.5879534
44		NANTES	PCPP	1, Place des Thebaudieres	44000	NANTES	02 40 63 48 00	47.2437136	-1.6060704
44		NANTES	PCPP	Place Roger Sallengro - Préfecture	44000	NANTES	02 40 41 20 13	47.220109	-1.552293
44		NANTES	AN	4, Bd de la Beaujoire- piste éducatiion nroutière.	44000	NANTES	02 40 20 16 56		
44		NANTES	AN	Zone du Perray - Chenil	44000	NANTES	02 40 52 24 84		
44		NANTES		Concession logement	44000	NANTES		47.2219162	-1.5504483
44		NANTES		Concession logement	44000	NANTES		47.2219162	-1.5504483
44		LA BAULE ESCOUBLAC	CP	Place Rhin et Danube + Chenil	44500	LA BAULE ESCOUBLAC	02 51 73 75 00	47.288391	-2.388899
44		LA BAULE ESCOUBLAC	PCPP	7, Ave de la République	44500	PORNICHET	x		
44		LA BAULE ESCOUBLAC	PCPP	4, Rue Paul Lesage	44380	LE POULIGUEN	02 40 42 18 50	47.2760162	-2.4309929
44		SAINT NAZAIRE	CP	57 - 59, Rue du Général de Gaulle	44600	SAINT NAZAIRE	02 51 76 17 00	47.274607	-2.2162884
44		SAINT NAZAIRE	CS	2, Rue des Amandiers	44600	SAINT NAZAIRE	02 40 70 33 22	47.262306	-2.255279
45	DDSP	ORLEANS	HP	63, Rue du Faubourg Saint Jean	45043	ORLEANS	02 38 24 30 00	47.9066731	1.8890251
45		ORLEANS	Csub	Place Choiseul	45100	ORLEANS LA SOURCE	02 38 69 70 75		
45		ORLEANS	CS	1, Rue du Colonel Fabien	45400	FLEURY LES AUBRAIS	02 38 73 92 32	47.9362679	1.9122863
45		ORLEANS	CS	754, Rue de Couasnon	45160	OLIVET	02 38 66 93 62	47.8762816	1.9020359
45		ORLEANS	CS	6, Rue Saint-Yves - SNCF	45000	ORLEANS	02 38 24 31 40	47.9098312	1.9055556
45		ORLEANS	CS	4, Rue François Couperin - Quartier Argonne	45000	ORLEANS	02 38 86 40 23	47.9126019	1.928878
45		ORLEANS	CS	4, Allée Jacques Monod	45800	SAINT JEAN DE BRAYE	02 38 24 70 36	47.9133052	1.9695661
45		ORLEANS	CS	Rue des 10 Arpents	45000	SAINT JEAN DE RUELLE	02 38 88 65 88	47.908279	1.87407
45		ORLEANS	AN	Rue des Pins - Chenil	45400	FLEURY LES AUBRAIS	02 38 84 46 63	47.945233	1.929365
45		MONTARGIS	CP	27, Rue du Port	45200	MONTARGIS	02 38 28 38 28	48.0009594	2.7296077
46	DDSP	CAHORS	HP	Rue Mendes France	46000	CAHORS	05 65 23 17 17	44.451487	1.439649
46		CAHORS	AN	Place des Decarnes - SDIG	46000	FIGEAC	05 65 34 11 67		
46		CAHORS		Concession logement	46000	CAHORS		44.4566002	1.4387928
47	DDSP	AGEN	HP	2 à 6, Rue Palissy	47000	AGEN	05 53 68 17 00	44.2002663	0.6123465
47		VILLENEUVE SUR LOT	CP	Boulevard de la République	47200	VILLENEUVE SUR LOT	05 53 49 62 70	44.40874	0.705452
48	DDSP	MENDE	HP	4, Rue des Ecoles	48000	MENDE	04 66 65 63 63	44.5153114	3.4996994
49	DDSP	ANGERS	HP	15 bis, Rue du Petit Thouars	49000	ANGERS	02 41 57 52 00	47.4627855	-0.5517733
49		ANGERS	CS	2, Rue de l'Abbaye	49000	ANGERS	02 41 38 30 32	47.4737638	-0.5727187
49		ANGERS	CS	9, Rue de Normandie - Monplaisir	49000	ANGERS	02 41 43 43 65	47.4873435	-0.5257661
49		ANGERS	CS	1, Rue André Maurois	49000	ANGERS	02 41 68 25 33	47.4483121	-0.563146
49		ANGERS	PCPP	Esplanade de l'Hôtel de Ville	49240	AVRILLE	02 41 69 39 74	47.505266	-0.589984
49		ANGERS	PCPP	Esplanade Claude Gendron	49130	LES PONTS DE CE	02 41 44 26 54		
49		ANGERS	PCPP	Route de Beaufort	49124	SAINT BARTHELEMY D'ANJOU	02 41 96 96 90	47.46691	-0.480621
49		ANGERS	PCPP	20, Place des Tilleuls	49800	TRELAZE	02 41 33 17 19	47.4463154	-0.5038646
49		ANGERS	AN	7, Rue du Clon - OMP, syndicats.	49000	ANGERS			
49		ANGERS	AN	Promenade de la Baumette - Chenil	49000	ANGERS	02 41 66 86 35	47.455245	-0.57292
49		CHOLET	CP	4, Rue du Bordage-Fontaine	49300	CHOLET	02 41 64 82 00	47.0515858	-0.8688012
49		CHOLET	CS	Avenue Maréchal Foch - Asile Leboeuf	49300	CHOLET	02 41 64 92 60	47.061687	-0.887602
49		CHOLET	CS	2, Rue Robert Schuman	49300	CHOLET	02 41 64 97 10	47.04615	-0.8855801
49		CHOLET		Stand de tir					
49		SAUMUR	CP	115, Rue du Chemin Vert	49400	SAUMUR	02 41 83 24 00	47.242836	-0.077338
50	DDSP	SAINT LO	CP	Boulevard de la Dollée	50000	SAINT LO	03 33 72 68 00		
50		SAINT LO	AN	Sous-Préfecture		AVRANCHES		48.6745987	-1.35865
50		CHERBOURG	HP	2, Rue du Val de Saire	50100	CHERBOURG OCTEVILLE	02 33 88 76 76	49.6390012	-1.6187105
50		CHERBOURG	CS	41, Rue Becquerel	50130	CHERBOURG OCTEVILLE	02 87 87 52 80	49.627795	-1.638844
50		CHERBOURG	CS	39, Rue Roger Salengro	50120	EQUEURDREVILLE	02 33 93 86 42	49.6504475	-1.6514661
50		CHERBOURG	CS	31, Rue Médéric + Chenil	50110	TOURLAVILLE	02 33 22 41 94	49.6415838	-1.5915176
50		CHERBOURG	AN	15, Rue Louis Philippe - SDIG	50130	CHERBOURG		35.1367989	-79.0117035
50		COUTANCES	CP	1, Rue du Palais de Justice	50200	COUTANCES	02 33 76 57 57	49.0490494	-1.4429592
50		GRANVILLE	CP	79, Rue du Port	50400	GRANVILLE	02 33 91 27 50	48.8368464	-1.6018394
51	DDSP	REIMS	HP	40, Bd Louis Roederer	51100	REIMS	03 26 61 44 00	49.2558695	4.0216283
51		REIMS	CS	2, Place Jean Moulin	51100	REIMS	03 26 07 52 94	49.2554775	4.060493
51		REIMS	CS	1, Place Louise Michel	51500	REIMS	03 26 86 66 40	49.222977	4.053019
51		REIMS	CS	2 Bis, Esplanade Remi Pellot	51100	REIMS	03 26 09 73 78	49.2711569	4.0202027
51		REIMS	CS	2, Rue François Mauriac	51100	REIMS	03 26 06 40 22	49.2186937	4.0474743
51		REIMS	CS	3, Rue Blaise Pascal	51100	REIMS	03 26 06 20 03	49.2265923	4.0365852
51		REIMS	CS	15, Ave Bonaparte	51430	TINQUEUX	03 26 08 07 74	49.2473783	3.9916715
51		REIMS	AN	17,  Rue Clovis Chezel - Chenil	51100	REIMS	03 26 61 44 75	49.2515507	4.0277703
51		CHALONS EN CHAMPAGNE	HP	1, Place aux Chevaux	51000	CHALONS EN CHAMPAGNE	03 26 66 27 27		
51		CHALONS EN CHAMPAGNE	CS	18, Rue du Général Giraud	51000	CHALONS EN CHAMPAGNE	03 26 26 93 83		
51		CHALONS EN CHAMPAGNE	AN	Chemin des Plâtriers - Chenil	51000	FAGNIERES			
51		EPERNAY	CP	7, Rue Jean Chandon Moet	51200	EPERNAY	03 26 56 96 60	49.042069	3.9577548
