reg	dep	com_nom	long	lat	pop_2010
23	27	JUMELLES	1.207888	48.914263	321.7532965626
23	27	LA LANDE-SAINT-LEGER	0.363688	49.29961	307.3357787367
23	27	LANDEPEREUSE	0.637818	49.003959	328.3828564443
23	27	LE LANDIN	0.803264	49.409481	175.1731733378
23	27	LAUNAY	0.741097	49.104106	199.4133432655
23	27	LERY	1.20483	49.285912	2030.2509439182
23	27	LETTEGUIVES	1.32873	49.425413	207.0607762858
23	27	LIEUREY	0.499469	49.230419	1421.0012093027
23	27	LIGNEROLLES	1.277978	48.845716	286.5230209043
23	27	LILLY	1.564889	49.407915	72.3861297972
23	27	BARC	0.817595	49.07032	1017.2253977766
23	27	LISORS	1.469365	49.3528949	362.5687196047
23	27	LIVET-SUR-AUTHOU	0.66688	49.228813	143.6221359708
23	27	LONGCHAMPS	1.623871	49.360073	597.7064513001
23	27	LORLEAU	1.498659	49.413473	152.3206002476
23	27	LOUVERSEY	0.920571	48.990535	626.6450328854
23	27	LOUVIERS	1.168657	49.214805	18133.7530759621
23	27	LOUYE	1.3194459	48.799213	240.2456842058
23	27	LYONS-LA-FORET	1.475351	49.398575	733.4611187033
23	27	LA MADELEINE-DE-NONANCOURT	1.202189	48.774187	1194.7325469612
23	27	MAINNEVILLE	1.680931	49.3746	431.7753914131
23	27	LES BARILS	0.819892	48.731932	174.0677640596
23	27	MALLEVILLE-SUR-LE-BEC	0.744772	49.235615	217.5552080888
23	27	MALOUY	0.522181	49.128831	135.6911279639
23	27	MANDEVILLE	1.012484	49.221966	341.1278564763
23	27	MANDRES	0.866063	48.753341	342.2802032338
23	27	MANNEVILLE-LA-RAOULT	0.311042	49.373782	544.4667197852
23	27	MANNEVILLE-SUR-RISLE	0.542285	49.359814	1521.1503984899
23	27	LE MANOIR	1.200162	49.312531	1265.1199216004
23	27	MANTHELON	1.047707	48.909448	291.9343682313
23	27	MARAIS-VERNIER	0.454816	49.419813	506.4385979157
23	27	MARBEUF	0.966901	49.152709	369.2275808238
23	27	BARNEVILLE-SUR-SEINE	0.846987	49.383228	491.7335687154
23	27	MARCILLY-LA-CAMPAGNE	1.200879	48.833473	1027.4478049665
23	27	MARCILLY-SUR-EURE	1.3461209	48.825901	1498.1890607607
23	27	MARTAGNY	1.658464	49.396423	144.6096340577
23	27	MARTAINVILLE	0.407535	49.306308	317.9242478496
23	27	MARTOT	1.06443	49.293819	583.0837510847
23	27	MELICOURT	0.505257	48.914751	106.1649509936
23	27	MENESQUEVILLE	1.411693	49.360963	448.5890737515
23	27	MENILLES	1.367558	49.033015	1538.4147454961
23	27	MENNEVAL	0.624715	49.096755	1503.3967589401
23	27	MERCEY	1.392771	49.079597	55.3935793243
23	27	AIGLEVILLE	1.420429	49.0080979	345.8658596166
23	27	BARQUET	0.857071	49.044105	370.1409563138
23	27	MEREY	1.407719	48.964296	322.8482793989
23	27	LE MESNIL-FUGUET	1.100835	49.069853	191.3678083813
23	27	LE MESNIL-HARDRAY	0.990411	48.936669	47.6838006293
23	27	LE MESNIL-JOURDAIN	1.11444	49.177998	230.9981120456
23	27	MESNIL-ROUSSET	0.550152	48.88957	112.8357196008
23	27	MESNIL-SOUS-VIENNE	1.666733	49.382985	134.4660492987
23	27	MESNIL-SUR-L'ESTREE	1.292168	48.771381	916.1024246593
23	27	MESNIL-VERCLIVES	1.468196	49.320454	285.2068465469
23	27	MEZIERES-EN-VEXIN	1.503521	49.177879	647.1518159492
23	27	LA BARRE-EN-OUCHE	0.665294	48.946012	1018.3005884131
23	27	MISEREY	1.26729	49.020593	547.3119600961
23	27	MOISVILLE	1.165705	48.839757	193.5064353766
23	27	MONTAURE	1.087379	49.234748	936.9722247653
23	27	MONTFORT-SUR-RISLE	0.664865	49.2945909	813.7094080576
23	27	MONTREUIL-L'ARGILLE	0.480888	48.939348	799.8729168118
23	27	MORAINVILLE-JOUVEAUX	0.445313	49.221983	349.5995219
23	27	BUIS-SUR-DAMVILLE	1.1225	48.8325	968.4598275504
23	27	MORGNY	1.589601	49.382342	593.9594903231
23	27	MORSAN	0.595018	49.182632	124.3712590322
23	27	MOUETTES	1.361518	48.895442	719.3347152566
23	27	BARVILLE	0.47716	49.157376	78.5762621811
23	27	MOUFLAINES	1.554056	49.246391	166.880097065
23	27	MOUSSEAUX-NEUVILLE	1.345616	48.907929	688.5961730329
23	27	MUIDS	1.289418	49.221874	898.8297795154
23	27	MUZY	1.345352	48.7750259	827.3414149365
23	27	NAGEL-SEEZ-MESNIL	0.9367	48.9244	336.8170891719
23	27	NASSANDRES	0.732727	49.128952	1406.603117989
23	27	NEAUFLES-SAINT-MARTIN	1.725876	49.278852	1193.1562290847
23	27	NEAUFLES-AUVERGNY	0.7356	48.8661	439.3671589777
23	27	LE NEUBOURG	0.895747	49.144667	4165.7316380953
23	27	NEUILLY	1.420334	48.93177	143.8683995617
23	27	LES BAUX-DE-BRETEUIL	0.811149	48.88042	673.2922487619
23	27	LA NEUVE-GRANGE	1.553861	49.36289	341.3865031297
23	27	LA NEUVE-LYRE	0.748261	48.90835	632.4422088784
23	27	LA NEUVILLE-DU-BOSC	0.81086	49.194269	593.6281954806
23	27	NEUVILLE-SUR-AUTHOU	0.6368009	49.210974	208.2230432828
23	27	NOARDS	0.507926	49.214356	62.2815217838
23	27	LA NOE-POULAIN	0.515776	49.266714	209.9792500067
23	27	NOGENT-LE-SEC	1.00304	48.9209729	435.9457644557
23	27	NOJEON-EN-VEXIN	1.56189	49.331147	340.0647541347
23	27	NONANCOURT	1.191978	48.775126	2062.8438091533
23	27	NORMANVILLE	1.16307	49.078291	1002.7403683938
23	27	LES BAUX-SAINTE-CROIX	1.097844	48.968806	885.6904998951
23	27	NOTRE-DAME-DE-L'ISLE	1.436378	49.147868	658.2251457022
23	27	NOTRE-DAME-D'EPINE	0.600915	49.197196	73.8598997823
23	27	NOTRE-DAME-DU-HAMEL	0.506291	48.885893	240.8043573744
23	27	LE NOYER-EN-OUCHE	0.770773	49.005805	163.1785039469
23	27	NOYERS	1.679039	49.244239	323.3511983447
23	27	ORMES	0.962636	49.052681	466.6155656866
23	27	ORVAUX	1.032899	48.939253	540.0576190766
23	27	PACY-SUR-EURE	1.381434	49.013679	4675.9977180479
23	27	PANILLEUSE	1.504696	49.154427	468.3883676479
23	27	BAZINCOURT-SUR-EPTE	1.766837	49.31243	642.0432172596
23	27	PARVILLE	1.096939	49.033326	278.8053273155
23	27	PERRIERS-LA-CAMPAGNE	0.7458	49.1522	350.1394460358
23	27	PERRIERS-SUR-ANDELLE	1.3710119	49.413263	1846.1553322703
23	27	PERRUEL	1.374795	49.428143	475.1409838444
23	27	PIENCOURT	0.398416	49.167291	166.3480230413
23	27	PINTERVILLE	1.175949	49.19272	788.1230912092
23	27	PISEUX	0.973112	48.773506	691.7854322884
23	27	PITRES	1.226022	49.318629	2154.317492752
23	27	LES PLACES	0.414566	49.152488	84.7356039183
23	27	BAZOQUES	0.551353	49.169147	161.1662062711
23	27	PLAINVILLE	0.49999	49.085863	185.9377264088
23	27	LE PLANQUAY	0.430534	49.094986	157.9992353556
23	27	PLASNES	0.622529	49.137005	636.6959164978
23	27	LE PLESSIS-GROHAN	1.135937	48.9453	790.6894812945
23	27	LE PLESSIS-HEBERT	1.350604	48.988974	435.7297221615
23	27	LE PLESSIS-SAINTE-OPPORTUNE	0.8625	49.0731	272.2379751846
23	27	PONT-AUDEMER	0.5142989	49.354883	8678.4450617578
23	27	PONT-AUTHOU	0.703076	49.2422619	731.9106631399
23	27	PONT-DE-L'ARCHE	1.158169	49.303449	4053.6336516393
23	27	BEAUBRAY	0.9133	48.9131	279.5228942589
23	27	PONT-SAINT-PIERRE	1.289271	49.341551	1192.1635556867
23	27	PORTE-JOIE	1.253486	49.244617	108.6450416694
23	27	PORTES	0.952542	49.0282989	283.7922890761
23	27	PORT-MORT	1.408342	49.167637	1047.6420720995
23	27	POSES	1.2431589	49.305174	1123.1871901089
23	27	LA POTERIE-MATHIEU	0.513549	49.259455	146.9779183868
23	27	LES PREAUX	0.477153	49.323896	419.835531511
23	27	PRESSAGNY-L'ORGUEILLEUX	1.444709	49.13199	684.6879357407
23	27	PREY	1.212116	48.962648	925.7390652405
23	27	BEAUFICEL-EN-LYONS	1.523352	49.407102	159.8305669093
23	27	PUCHAY	1.5335669	49.342065	606.1977023313
23	27	PULLAY	0.87614	48.731432	383.459335825
23	27	LA PYLE	0.895553	49.198637	179.1535764066
23	27	QUATREMARE	1.080004	49.184988	372.491175628
23	27	QUESSIGNY	1.270001	48.930294	135.3756157756
23	27	QUILLEBEUF-SUR-SEINE	0.526424	49.472324	1028.3981178907
23	27	QUITTEBEUF	1.00983	49.108323	633.0081577006
23	27	RADEPONT	1.326536	49.353297	752.9867510188
23	27	RENNEVILLE	1.328406	49.402375	247.1641215033
23	27	REUILLY	1.22335	49.078642	564.8128427284
23	27	BEAUMESNIL	0.706943	49.01143	527.7551137431
23	27	RICHEVILLE	1.53689	49.266386	265.9029498535
23	27	ROMAN	1.045854	48.8459689	289.51463478
23	27	ROMILLY-LA-PUTHENAYE	0.847297	49.002352	318.1934645849
23	27	ROMILLY-SUR-ANDELLE	1.256917	49.337015	2709.7115721662
23	27	LA ROQUETTE	1.344471	49.252253	229.1601753931
23	27	ROSAY-SUR-LIEURE	1.429724	49.373516	573.1750373583
23	27	ROUGEMONTIERS	0.72057	49.359054	949.927132417
23	27	ROUGE-PERRIERS	0.830356	49.149101	299.8255015183
23	27	LA ROUSSIERE	0.579101	48.9604659	205.6971729703
23	27	AILLY	1.245227	49.160655	1141.7497132747
23	27	BEAUMONTEL	0.763271	49.087971	736.1603064959
23	27	ROUTOT	0.731581	49.386137	1443.7230998901
23	27	ROUVRAY	1.337393	49.064876	280.6649371113
23	27	RUGLES	0.707554	48.822159	2327.4948447492
23	27	LE SACQ	1.0714	48.8914	317.9565475549
23	27	SACQUENVILLE	1.073271	49.0834059	1084.8533106504
23	27	SAINT-AGNAN-DE-CERNIERES	0.51648	48.952436	143.7697555159
23	27	SAINT-AMAND-DES-HAUTES-TERRES	0.930829	49.234524	284.1184070366
23	27	SAINT-ANDRE-DE-L'EURE	1.273029	48.906396	3386.7517335171
23	27	SAINT-ANTONIN-DE-SOMMAIRE	0.667299	48.833917	174.0642646647
23	27	BEAUMONT-LE-ROGER	0.777465	49.081506	2965.268545773
23	27	SAINT-AQUILIN-DE-PACY	1.359461	49.011668	555.7193691954
23	27	SAINT-AUBIN-D'ECROSVILLE	0.994078	49.14235	671.611454284
23	27	SAINT-AUBIN-DE-SCELLON	0.474971	49.171705	352.0591564495
23	27	SAINT-AUBIN-DES-HAYES	0.67955	49.008761	141.5976701277
23	27	SAINT-AUBIN-DU-THENNEY	0.489624	49.020656	369.0261563787
23	27	SAINT-AUBIN-LE-GUICHARD	0.700975	49.038556	304.3030829421
23	27	SAINT-AUBIN-LE-VERTUEUX	0.605743	49.050769	901.3953514138
23	27	SAINT-AUBIN-SUR-GAILLON	1.3288199	49.146696	1746.7483769255
23	27	SAINT-AUBIN-SUR-QUILLEBEUF	0.526074	49.461321	646.8208497414
23	27	SAINTE-BARBE-SUR-GAILLON	1.312795	49.167299	252.6237270884
23	27	LE BEC-HELLOUIN	0.722705	49.230782	431.754181943
23	27	SAINT-BENOIT-DES-OMBRES	0.622501	49.230946	119.3708249661
23	27	SAINT-CHRISTOPHE-SUR-AVRE	0.816354	48.7000699	145.530396974
23	27	SAINT-CHRISTOPHE-SUR-CONDE	0.598456	49.287107	418.3837269731
23	27	SAINT-CLAIR-D'ARCEY	0.66471	49.06544	306.2036049571
23	27	SAINTE-COLOMBE-LA-COMMANDERIE	0.9372	49.1044	690.254181834
23	27	SAINTE-COLOMBE-PRES-VERNON	1.336829	49.094662	277.5679224152
23	27	SAINTE-CROIX-SUR-AIZIER	0.628891	49.416675	279.7816596298
23	27	SAINT-CYR-DE-SALERNE	0.657056	49.182969	218.7570695436
23	27	LE VAUDREUIL	1.205941	49.255086	3668.9756865437
23	27	SAINT-CYR-LA-CAMPAGNE	1.01587	49.252482	432.8956497423
23	27	LE BEC-THOMAS	0.980329	49.234384	219.996220755
23	27	SAINT-DENIS-D'AUGERONS	0.470393	48.924252	81.4701518938
23	27	SAINT-DENIS-DES-MONTS	0.8122	49.2597	215.3356153663
23	27	SAINT-DENIS-DU-BEHELAN	0.9325	48.8758	163.461402162
23	27	SAINT-DENIS-LE-FERMENT	1.717916	49.33092	487.5385763712
23	27	SAINT-DIDIER-DES-BOIS	1.026317	49.236351	855.5578447648
23	27	SAINT-ELIER	0.966797	48.9783029	444.7750150702
23	27	SAINT-ELOI-DE-FOURQUES	0.796714	49.231448	441.3365174603
23	27	SAINT-ETIENNE-DU-VAUVRAY	1.21727	49.247598	699.1623424225
23	27	SAINT-ETIENNE-L'ALLIER	0.553422	49.2653729	505.6657584824
23	27	SAINT-ETIENNE-SOUS-BAILLEUL	1.405954	49.123821	387.7203610529
23	27	BEMECOURT	0.871945	48.844118	438.5061538381
23	27	SAINTE-GENEVIEVE-LES-GASNY	1.581927	49.082018	572.3085202437
23	27	SAINT-GEORGES-DU-MESNIL	0.556543	49.213306	101.9931312258
23	27	SAINT-GEORGES-DU-VIEVRE	0.584558	49.243816	707.7272228317
23	27	SAINT-GEORGES-MOTEL	1.364859	48.7927279	925.6051841274
23	27	SAINT-GERMAIN-DE-FRESNEY	1.290396	48.959182	188.7123603104
23	27	SAINT-GERMAIN-DE-PASQUIER	1.0007919	49.246403	142.8292737464
23	27	SAINT-GERMAIN-DES-ANGLES	1.1403589	49.091348	187.3399774588
23	27	SAINT-GERMAIN-LA-CAMPAGNE	0.405552	49.047845	838.3690430634
23	27	SAINT-GERMAIN-SUR-AVRE	1.2605	48.76859	1208.7355750314
23	27	SAINT-GERMAIN-VILLAGE	0.50357	49.3491039	1461.9036673181
23	27	BERENGEVILLE-LA-CAMPAGNE	1.066523	49.116289	298.2451207971
23	27	SAINT-GREGOIRE-DU-VIEVRE	0.633406	49.2435029	339.1987475479
23	27	SAINT-JEAN-DE-LA-LEQUERAYE	0.5636	49.2247	49.8019543213
23	27	SAINT-JEAN-DU-THENNEY	0.464828	49.014398	210.6104329929
23	27	SAINT-JULIEN-DE-LA-LIEGUE	1.295018	49.137708	405.9267820818
23	27	SAINT-JUST	1.449494	49.109451	1320.1617966254
23	27	SAINT-LAURENT-DES-BOIS	1.316735	48.844384	226.7298633351
23	27	SAINT-LAURENT-DU-TENCEMENT	0.454518	48.883226	48.9987597482
23	27	SAINT-LEGER-DE-ROTES	0.659766	49.112367	419.5012886704
23	27	SAINT-LEGER-DU-GENNETEY	0.75234	49.29018	174.02125641
23	27	BERNAY	0.597811	49.089328	10137.9054045398
23	27	SAINT-LUC	1.236565	48.973401	251.2686908066
23	27	SAINT-MACLOU	0.411093	49.364948	588.3196468457
23	27	SAINT-MARCEL	1.454389	49.094615	4924.7702597701
23	27	SAINT-MARDS-DE-BLACARVILLE	0.5144	49.3792	767.6505715703
23	27	SAINT-MARDS-DE-FRESNE	0.463338	49.072818	361.3319908097
23	27	SAINTE-MARGUERITE-DE-L'AUTEL	0.853677	48.899992	498.6151084629
23	27	SAINTE-MARGUERITE-EN-OUCHE	0.658061	49.023409	139.5816466632
23	27	SAINTE-MARIE-DE-VATIMESNIL	1.567196	49.265226	254.4012984195
23	27	SAINTE-MARTHE	0.879627	48.969163	449.2256546279
23	27	SAINT-MARTIN-DU-TILLEUL	0.529545	49.1090159	210.5251245828
23	27	BERNIENVILLE	1.017585	49.082939	280.3175693861
23	27	SAINT-MARTIN-LA-CAMPAGNE	1.071766	49.0660529	102.6459109742
23	27	SAINT-MARTIN-SAINT-FIRMIN	0.55163	49.285443	258.7599517041
23	27	SAINT-MESLIN-DU-BOSC	0.877613	49.214237	248.8774034852
23	27	SAINT-NICOLAS-D'ATTEZ	0.939889	48.807288	150.3422081617
23	27	SAINT-NICOLAS-DU-BOSC	0.868796	49.211712	276.1708566153
23	27	SAINTE-OPPORTUNE-DU-BOSC	0.837483	49.1617729	708.556956345
23	27	SAINTE-OPPORTUNE-LA-MARE	0.543418	49.41714	444.6616465851
23	27	SAINT-OUEN-D'ATTEZ	0.954667	48.801753	290.4107274827
23	27	SAINT-OUEN-DE-PONTCHEUIL	0.952324	49.235314	99.4471671105
23	27	BERNIERES-SUR-SEINE	1.3394299	49.233306	340.3698686805
23	27	SAINT-OUEN-DE-THOUBERVILLE	0.884617	49.358306	2370.8559630329
23	27	SAINT-OUEN-DES-CHAMPS	0.5392479	49.391532	285.1065575689
23	27	SAINT-OUEN-DU-TILLEUL	0.946833	49.293289	1597.5053323124
23	27	SAINT-PAUL-DE-FOURQUES	0.795597	49.220256	280.1853976226
23	27	SAINT-PHILBERT-SUR-BOISSEY	0.786572	49.256138	169.5950081523
23	27	SAINT-PHILBERT-SUR-RISLE	0.649997	49.295049	787.3304967898
23	27	SAINT-PIERRE-D'AUTILS	1.436665	49.119043	957.6927347229
23	27	SAINT-PIERRE-DE-BAILLEUL	1.390113	49.122269	1008.3418600349
23	27	BERNOUVILLE	1.693499	49.289473	305.9749075454
23	27	SAINT-PIERRE-DE-CERNIERES	0.5152	48.945351	242.705872414
23	27	SAINT-PIERRE-DE-CORMEILLES	0.382092	49.237758	607.9211482575
23	27	SAINT-PIERRE-DE-SALERNE	0.66027	49.201708	266.741503684
23	27	SAINT-PIERRE-DES-FLEURS	0.966076	49.251196	1329.8396552006
23	27	SAINT-PIERRE-DES-IFS	0.620036	49.268636	264.385055477
23	27	SAINT-PIERRE-DU-BOSGUERARD	0.88944	49.261645	1107.6664353483
23	27	SAINT-PIERRE-DU-MESNIL	0.577579	48.935365	109.6778933278
23	27	SAINT-PIERRE-DU-VAL	0.361201	49.398258	546.6165925098
23	27	SAINT-PIERRE-DU-VAUVRAY	1.220324	49.23247	1364.3168988817
23	27	SAINT-PIERRE-LA-GARENNE	1.40087	49.156182	876.0179189559
23	27	AIZIER	0.627801	49.432025	117.404121869
23	27	BERTHENONVILLE	1.660179	49.182901	233.3588517643
23	27	SAINT-QUENTIN-DES-ISLES	0.579994	49.048739	237.8136947326
23	27	SAINT-SAMSON-DE-LA-ROQUE	0.431041	49.4288219	378.8872141138
23	27	SAINT-SEBASTIEN-DE-MORSENT	1.087867	49.00777	5098.8060068704
23	27	SAINT-SIMEON	0.523517	49.282809	319.397531945
23	27	SAINT-SULPICE-DE-GRIMBOUVILLE	0.445731	49.377142	193.2554705018
23	27	SAINT-SYLVESTRE-DE-CORMEILLES	0.4294	49.2456	209.2063947665
23	27	SAINT-SYMPHORIEN	0.465223	49.314584	423.4765001761
23	27	SAINT-THURIEN	0.546623	49.4034679	208.9376067957
23	27	SAINT-VICTOR-DE-CHRETIENVILLE	0.516661	49.073363	458.0580680597
23	27	SAINT-VICTOR-D'EPINE	0.607529	49.210592	338.3333181301
23	27	BERTHOUVILLE	0.631332	49.176882	293.2650475807
23	27	SAINT-VICTOR-SUR-AVRE	0.854875	48.701816	60.9867040469
23	27	SAINT-VIGOR	1.266788	49.087657	336.8197371401
23	27	SAINT-VINCENT-DES-BOIS	1.398888	49.0718249	305.0662791789
23	27	SAINT-VINCENT-DU-BOULAY	0.489069	49.102717	310.1159387151
23	27	SANCOURT	1.685501	49.354843	159.3024167911
23	27	SASSEY	1.222785	49.050948	163.832443371
23	27	LA SAUSSAYE	0.982648	49.258339	1846.3165050984
23	27	SAUSSAY-LA-CAMPAGNE	1.51242	49.317242	435.0728249299
23	27	SEBECOURT	0.837107	48.971728	417.164119565
23	27	BERVILLE-EN-ROUMOIS	0.824006	49.297761	734.4203880274
23	27	SELLES	0.505915	49.301862	423.7712215845
23	27	SERQUIGNY	0.71485	49.109532	2196.0527314847
23	27	SURTAUVILLE	1.053658	49.208575	425.5977766374
23	27	SURVILLE	1.1035	49.198217	942.3217878308
23	27	SUZAY	1.515418	49.2719	250.7004397729
23	27	THEILLEMENT	0.800154	49.287683	398.2666303414
23	27	LE THEIL-NOLENT	0.538409	49.154385	220.0805875459
23	27	THEVRAY	0.73284	48.9783169	314.9227919434
23	27	THIBERVILLE	0.456406	49.137693	1822.7618017761
23	27	BERVILLE-LA-CAMPAGNE	0.900662	49.026733	157.4857557007
23	27	THIBOUVILLE	0.791228	49.14828	272.8701725656
23	27	THIERVILLE	0.719565	49.266834	317.6610647546
23	27	LE THIL	1.556321	49.311417	430.6593606881
23	27	LES THILLIERS-EN-VEXIN	1.603219	49.2365039	450.2683775971
23	27	THOMER-LA-SOGNE	1.150068	48.911958	308.6769180075
23	27	LE THUIT	1.358416	49.258055	136.7175435041
23	27	LE THUIT-ANGER	0.968798	49.274293	679.9774132248
23	27	THUIT-HEBERT	0.827902	49.327471	294.6763760292
23	27	LE THUIT-SIGNOL	0.93998	49.265929	2285.6959268247
23	27	LE THUIT-SIMER	0.908237	49.268808	391.881877959
23	27	BERVILLE-SUR-MER	0.366967	49.430197	609.7406269533
23	27	TILLEUL-DAME-AGNES	0.890043	49.003299	234.3496289032
23	27	LE TILLEUL-LAMBERT	0.940349	49.087014	213.0578903725
23	27	LE TILLEUL-OTHON	0.791373	49.11689	426.6696954613
23	27	TILLIERES-SUR-AVRE	1.058029	48.758691	1176.2525490407
23	27	TILLY	1.529382	49.144865	584.6095621373
23	27	TOCQUEVILLE	0.615192	49.408754	118.071410909
23	27	LE TORPT	0.374396	49.333005	311.6138633803
23	27	TOSNY	1.374973	49.218358	646.616272532
23	27	TOSTES	1.111646	49.25756	396.1469131279
23	27	TOUFFREVILLE	1.441127	49.350028	333.2891171932
23	27	BEUZEVILLE	0.342432	49.3452259	4019.9674744809
23	27	TOURNEDOS-BOIS-HUBERT	0.981275	49.076117	392.3346506599
23	27	TOURNEDOS-SUR-SEINE	1.26093	49.274095	74.3331748127
23	27	TOURNEVILLE	1.116751	49.097283	359.9542914791
23	27	TOURNY	1.545622	49.184751	890.4044125767
23	27	TOURVILLE-LA-CAMPAGNE	0.905436	49.226875	935.5423360417
23	27	TOURVILLE-SUR-PONT-AUDEMER	0.514088	49.332944	749.4580024053
23	27	TOUTAINVILLE	0.461844	49.363646	1201.2853913052
23	27	TOUVILLE	0.757279	49.301127	144.1057765901
23	27	LE TREMBLAY-OMONVILLE	0.9147	49.1211	292.4275138889
23	27	LA TRINITE	1.233763	48.986336	97.878128043
23	27	BEZU-LA-FORET	1.629941	49.407722	231.8602391138
23	27	LA TRINITE-DE-REVILLE	0.513672	48.97012	276.2127569716
23	27	LA TRINITE-DE-THOUBERVILLE	0.879407	49.364002	447.7076048531
23	27	TRIQUEVILLE	0.443849	49.336388	305.0769172619
23	27	LE TRONCQ	0.915638	49.191832	163.5198387431
23	27	LE TRONQUAY	1.478224	49.425178	502.6730390646
23	27	TROUVILLE-LA-HAULE	0.579944	49.420715	775.3226632047
23	27	LA VACHERIE	1.124987	49.132039	548.9071660858
23	27	VALAILLES	0.601849	49.12185	398.3303174126
23	27	LE VAL-DAVID	1.25003	48.9874719	759.5907095936
23	27	VALLETOT	0.624134	49.364116	347.3029089057
23	27	BEZU-SAINT-ELOI	1.701108	49.295084	1258.7266878001
23	27	VANDRIMARE	1.344678	49.380257	1081.3371417647
23	27	VANNECROCQ	0.4238	49.306101	130.6649160431
23	27	VASCOEUIL	1.377841	49.444229	335.1039141694
23	27	VATTEVILLE	1.294627	49.276153	193.2542373595
23	27	VAUX-SUR-EURE	1.339028	49.04112	233.1087735089
23	27	VENABLES	1.295531	49.200389	799.8812087706
23	27	VENON	1.051178	49.172784	296.1239232862
23	27	LES VENTES	1.084735	48.949184	1099.2038719951
23	27	VERNEUIL-SUR-AVRE	0.930172	48.740966	6498.4319017813
23	27	BOIS-ANZERAY	0.68402	48.926272	160.1434330629
23	27	VERNEUSSES	0.450102	48.901962	217.5356204594
23	27	VERNON	1.488107	49.091958	25085.4791379126
23	27	VESLY	1.653195	49.242334	666.1375651288
23	27	VEZILLON	1.399931	49.225394	239.0378756951
23	27	LE VIEIL-EVREUX	1.235564	49.00438	683.8372245202
23	27	LA VIEILLE-LYRE	0.748934	48.917527	637.974438952
23	27	VIEUX-PORT	0.606873	49.425939	61.7192936833
23	27	VIEUX-VILLEZ	1.286008	49.172512	214.0641726334
23	27	VILLALET	1.0561	48.9311	77.6724293844
23	27	VILLEGATS	1.463656	48.999778	322.1968959975
23	27	BOIS-ARNAULT	0.731398	48.814905	772.3640996388
23	27	VILLERS-EN-VEXIN	1.590626	49.250397	268.2564024762
23	27	VILLERS-SUR-LE-ROULE	1.325123	49.194738	698.0390298465
23	27	VILLETTES	1.044315	49.154649	184.363850611
23	27	SYLVAINS-LES-MOULINS	1.0906	48.9197	1204.0760147365
23	27	VILLEZ-SOUS-BAILLEUL	1.377299	49.110467	312.5027137105
23	27	VILLEZ-SUR-LE-NEUBOURG	0.860824	49.153453	290.8939814443
23	27	VILLIERS-EN-DESOEUVRE	1.486344	48.9474469	924.736432832
23	27	VIRONVAY	1.219925	49.206898	301.9884005633
23	27	VITOT	0.899873	49.161755	509.6429100685
23	27	VOISCREVILLE	0.768624	49.281497	117.5554446546
23	27	AJOU	0.783152	48.979414	266.9427624756
23	27	BOISEMONT	1.4987839	49.288309	791.5452450357
23	27	VRAIVILLE	1.041886	49.220203	600.9562494226
23	27	VAL-DE-REUIL	1.217085	49.272602	12871.9134530935
23	27	LE BOIS-HELLAIN	0.38951	49.278535	242.7267981914
23	27	BOIS-JEROME-SAINT-OUEN	1.533802	49.104665	736.3661139606
23	27	BOIS-LE-ROI	1.345867	48.864933	978.8133575671
23	27	BOISNEY	0.657347	49.152166	264.5856944358
23	27	BOIS-NORMAND-PRES-LYRE	0.696765	48.898995	360.960991038
23	27	BOISSET-LES-PREVANCHES	1.329038	48.968098	434.4898680382
23	27	BOISSEY-LE-CHATEL	0.783212	49.271211	917.2847495614
23	27	LA BOISSIERE	1.366258	48.945848	571.1369526313
23	27	BOISSY-LAMBERVILLE	0.577354	49.165127	275.7476232169
23	27	ALIZAY	1.169947	49.318664	1348.9763915699
23	27	BONCOURT	1.3076859	49.026556	182.061308295
23	27	LA BONNEVILLE-SUR-ITON	1.039231	48.991371	2260.2150970642
23	27	BONNEVILLE-APTOT	0.759727	49.2580979	238.6899599706
23	27	BOSC-BENARD-COMMIN	0.850073	49.318546	321.5174036758
23	27	BOSC-BENARD-CRESCY	0.807636	49.324303	386.79082128
23	27	BOSC-RENOULT-EN-OUCHE	0.70925	48.949046	171.2917656399
23	27	BOSC-RENOULT-EN-ROUMOIS	0.766955	49.295664	466.4901855932
23	27	AMBENAY	0.728307	48.835584	517.2900180274
23	27	LE BOSC-ROGER-EN-ROUMOIS	0.923607	49.2895759	3273.0990856419
23	27	BOSGOUET	0.850775	49.357498	607.2455315765
23	27	BOSGUERARD-DE-MARCOUVILLE	0.836415	49.269734	598.2438637382
23	27	BOSNORMAND	0.90911	49.280384	339.5275447099
23	27	BOSQUENTIN	1.588418	49.414315	103.0742927103
23	27	BOSROBERT	0.75263	49.223317	550.9361524066
23	27	LES BOTTEREAUX	0.666509	48.8732789	336.1279502315
23	27	BOUAFLES	1.385689	49.210024	639.2807620832
23	27	BOUCHEVILLIERS	1.716299	49.403275	85.654296302
23	27	LE BOULAY-MORIN	1.18075	49.081698	697.1764103326
23	76	ALLOUVILLE-BELLEFOSSE	0.666068	49.593036	1161.427728111
23	76	ANCRETIEVILLE-SAINT-VICTOR	0.970831	49.652521	382.5624572116
23	76	BLAINVILLE-CREVON	1.299836	49.50394	1119.8258169842
23	76	BLANGY-SUR-BRESLE	1.6300539	49.9324129	2951.0307547643
23	76	BONSECOURS	1.128036	49.422429	6655.3735246576
23	76	BLOSSEVILLE	0.793125	49.854523	318.2365515057
